,precision,recall,f1-score,support,sum_fit_time
others,0.943,0.968,0.955,44558,12.655264377593994
nod,0.802,0.694,0.744,5446,12.655264377593994
shake,0.808,0.745,0.775,5379,12.655264377593994
accuracy,0.919,0.919,0.919,0,12.655264377593994
macro avg,0.851,0.802,0.825,55383,12.655264377593994
weighted avg,0.916,0.919,0.917,55383,12.655264377593994
