,precision,recall,f1-score,support,sum_fit_time
others,0.96,0.98,0.97,44558,29.43349027633667
nod,0.89,0.79,0.84,5446,29.43349027633667
shake,0.88,0.81,0.84,5379,29.43349027633667
accuracy,0.94,0.94,0.94,0,29.43349027633667
macro avg,0.91,0.86,0.88,55383,29.43349027633667
weighted avg,0.94,0.94,0.94,55383,29.43349027633667
