,mean_acc_X,mean_acc_Y,mean_acc_Z,mean_acc_xyz,max_acc_X,max_acc_Y,max_acc_Z,max_acc_xyz,min_acc_X,min_acc_Y,min_acc_Z,min_acc_xyz,var_acc_X,var_acc_Y,var_acc_Z,var_acc_xyz,median_acc_X,median_acc_Y,median_acc_Z,median_acc_xyz,per25_acc_X,per25_acc_Y,per25_acc_Z,per25_acc_xyz,per75_acc_X,per75_acc_Y,per75_acc_Z,per75_acc_xyz,per_range_acc_X,per_range_acc_Y,per_range_acc_Z,per_range_acc_xyz,RMS_acc_X,RMS_acc_Y,RMS_acc_Z,RMS_acc_xyz,coef_acc_xy,coef_acc_xz,coef_acc_yz,PB0-5acc_X,PB5-10acc_X,PB0-5acc_Y,PB5-10acc_Y,PB0-5acc_Z,PB5-10acc_Z,PB0-5acc_xyz,PB5-10acc_xyz,FE_acc_X,FE_acc_Y,FE_acc_Z,FE_acc_xyz,En_acc_X,En_acc_Y,En_acc_Z,En_acc_xyz
50000,-9.576881459426879,-2.0291233163833615,-0.41079263172149655,9.79861262974993,-9.537302313232422,-1.8195932617187496,-0.2573766784667968,9.83883830571969,-9.63307037963867,-2.123656872558594,-0.5590460876464843,9.75655727728079,0.0004008902508121904,0.004902329661477522,0.005185413093489978,0.0004296723925355391,-9.579799392700195,-2.047640969848633,-0.42257659301757805,9.797997375170947,-9.585784896850587,-2.0730793624877926,-0.4390367294311523,9.784890505556497,-9.563339256286621,-2.006340991210937,-0.39474399871826166,9.814067971974726,0.022445640563965696,0.06673837127685545,0.04429273071289064,0.02917746641822916,9.576902389508057,2.0303309490701484,0.4170563503534781,9.798634554890155,-0.26351301864689236,0.32382603434189366,-0.5620200065139347,93917.98513254484,0.06330295042924594,4218.150501704144,0.4244253364318107,175.06287006277597,0.3160272445388906,98317.24905695606,0.07432687734744775,3.1956099556909363,3.1729920792725297,2.9346336251679057,3.100133132729474,0.013407810591214871,0.16630062624387104,0.17640687979292313,0.014549409467462521
50001,-9.589301380538942,-1.9355998140335082,-0.511386510848999,9.796825884429897,-9.552864624023435,-1.7788918334960937,-0.3830722656249999,9.831634322461513,-9.641450085449218,-2.1068974609375,-0.5853823059082031,9.76268351234532,0.0004958298396382083,0.00996277768149729,0.0048586174259677845,0.00028358548238973866,-9.586383447265625,-1.9105729248046874,-0.5512649322509766,9.794348319258944,-9.599252281188965,-2.0266917053222655,-0.5746083984375,9.784013905540384,-9.573215338134766,-1.8504186080932619,-0.4432265823364257,9.812529369878128,0.02603694305419957,0.17627309722900364,0.1313818161010743,0.02851546433774388,9.589327233786824,1.9381716688075,0.516115084941606,9.796840357754025,-0.6419026728016105,0.5276141395088118,-0.9271485982497512,94161.78291525683,0.06765420923340647,3841.4871342267725,0.06896716728804214,270.19954646099023,0.06036321581106423,98281.32881150427,0.06539997354506477,3.0562005960770033,1.2299454821497517,1.3951875058828804,3.195914997287684,0.016923560899438885,0.3400455671553258,0.16578558793105494,0.009675273974351133
50002,-9.59562356929779,-1.87694187335968,-0.5635726251602173,9.7937870896866,-9.570821136474608,-1.7788918334960937,-0.5374982727050781,9.824557210502128,-9.641450085449218,-1.9237410339355467,-0.5853823059082031,9.771386764227053,0.00033857914832873237,0.001466401006768086,0.0001561787024379995,0.00021218420983707727,-9.590573300170899,-1.886032357788086,-0.5626373901367188,9.7901620241012,-9.60194575805664,-1.9096750991821287,-0.5749076736450195,9.781944987070661,-9.58279214477539,-1.8617910659790038,-0.5530605834960938,9.80323281193372,0.01915361328125087,0.047884033203124954,0.02184709014892572,0.021287824863058802,9.595641211654987,1.8773324684183443,0.5637111694231512,9.793797922273143,-0.6301455604252638,0.1010797090308692,-0.48573172980984636,94285.92317019394,0.043983518709379846,3608.158176166445,0.04398318521837304,325.2938733936144,0.014092578644421505,98220.34478045037,0.04740178596732237,3.2213543086679777,1.7218953921672426,3.2192307372512814,3.309771961834705,0.011535769088779338,0.04982572926628749,0.005329705501219235,0.00723976043018489
50003,-9.585074118232725,-1.8887258346557616,-0.5737853916168213,9.786304137046429,-9.555258825683593,-1.7884686401367187,-0.5374982727050781,9.8220566353848,-9.62109937133789,-1.9237410339355467,-0.6572083557128906,9.757836744992929,0.00017307302313828752,0.00064881356741096,0.0009205949339847567,0.00015462489636082727,-9.583390695190428,-1.889025109863281,-0.5620388397216797,9.784491850290497,-9.592668226623536,-1.9078794479370116,-0.5883750579833984,9.779694912978156,-9.57650736541748,-1.8761562759399413,-0.5518634826660156,9.792374715472029,0.016160861206055088,0.03172317199707031,0.036511575317382805,0.012679802493872572,9.585083146485376,1.8888975864412327,0.5745870435076427,9.786312037109198,-0.13921958774139176,-0.25849774623134647,-0.5206663160052654,94078.64529082518,0.0382850960504365,3653.0798591272137,0.12137081361894092,337.5206830485798,0.0606625251600982,98070.29077245819,0.04167806518384795,3.5570045350643524,3.3246970534252593,2.393733780086467,3.5597941171406173,0.005420274286333414,0.02185554714704002,0.03136775353803422,0.004919773674405507
50004,-9.582193594360351,-1.874398034095764,-0.5902081186294555,9.781909889532173,-9.53131680908203,-1.6472107421875,-0.5315127685546874,9.851342701780316,-9.686939916992188,-1.976413470458984,-0.7062894897460937,9.727759345700829,0.0005687418764577065,0.0037462386448087115,0.001645274805196524,0.00034686171788009403,-9.578602291870116,-1.887229458618164,-0.5889736083984374,9.781365034595623,-9.591471125793456,-1.9051859710693357,-0.6060322952270507,9.777177473195586,-9.572018237304688,-1.8677765701293945,-0.5539584091186524,9.78804550584428,0.01945288848876814,0.03740940093994127,0.05207388610839836,0.010868032648694737,9.582223271333069,1.8753970856506292,0.591600285751552,9.781927619270407,-0.675927676381007,0.5231110393885231,-0.8201233938944433,94022.196040192,0.166603036311504,3599.357014248794,0.2404427639800713,357.4723854860986,0.07518141852041399,97982.26213160576,0.13108122373327336,3.446081236283627,2.814085254990763,2.564973626540992,3.2107537523307266,0.019357835841111,0.12786086453149045,0.05615064050013616,0.011777039542475932
50005,-9.578602291870116,-1.8096049516677857,-0.7337853994369506,9.77991469364229,-9.43554874267578,-1.3407529296874998,-0.5315127685546874,9.860467726309794,-9.686939916992188,-2.070984436035156,-1.1982979309082031,9.65180121984938,0.0026681607086102357,0.03588533827665309,0.047326264059679754,0.0018813074714206903,-9.574412438964844,-1.8716671478271483,-0.604535919189453,9.781989379318523,-9.598354455566406,-1.9219453826904296,-0.9358335739135741,9.768631980905928,-9.561842880249024,-1.7055694076538086,-0.5740098480224609,9.797281112448248,0.03651157531738214,0.21637597503662098,0.3618237258911132,0.02864913154231985,9.578741567999842,1.81949317651296,0.7653543470096221,9.780010875371858,-0.5817438688044232,0.40487837322516873,-0.7274340437305323,93952.42489862611,0.47755069522583193,3371.177633866237,0.37727237412105685,575.4085237868726,0.13339749521752553,97942.60655194239,0.5237324348551953,3.221231567794546,1.7906190644882294,0.9924365594400772,3.575707462975622,0.0892381500517126,1.2231068900347002,1.6137327352588775,0.0621673349776528
50006,-9.669357498550415,-1.1937713933944702,-0.7094318794250488,9.793997933326409,-9.43554874267578,-0.0430956298828125,-0.3687070556640625,9.862529276028626,-9.848548529052731,-2.070984436035156,-1.1982979309082031,9.65180121984938,0.014158218848424997,0.42266027778454046,0.0637000529939983,0.0029811976296316885,-9.661800799560545,-1.3186065643310547,-0.633266339111328,9.807728456878902,-9.783605809020996,-1.821987463378906,-0.9358335739135741,9.766627091666471,-9.57022258605957,-0.685040950012207,-0.5102642288208008,9.83588037513118,0.21338322296142564,1.136946513366699,0.42556934509277333,0.06925328346470927,9.670089588707105,1.359319836341512,0.7529898037414287,9.794150127276568,-0.923398315049048,-0.506492539544394,0.6051807995908552,95747.01013915848,0.5860780660925667,1673.6411753520863,1.4860992304631007,547.7403457345612,0.1619184331542348,98225.55764110354,0.46740078425985043,1.6107911661646417,0.6433470645380457,0.8004376171883315,3.3173601040797744,0.4831571450890549,14.421570600559422,2.1734374137639674,0.10175819241237484
50007,-9.701866267967224,-0.9490016830444336,-0.5906570314407349,9.779057437932764,-9.52533130493164,-0.0430956298828125,-0.3687070556640625,9.864726078183253,-9.848548529052731,-1.8926164123535156,-0.8200140686035156,9.63871950923775,0.008061444479662986,0.23601256300382417,0.014311234763853141,0.0041098725910220886,-9.67856021118164,-0.9427169036865234,-0.5883750579833984,9.796452711728836,-9.783605809020996,-1.3108254089355469,-0.6748655929565429,9.729701974542811,-9.642048635864256,-0.685040950012207,-0.5102642288208008,9.834748816834027,0.14155717315673932,0.6257844589233399,0.1646013641357421,0.10504684229121608,9.702281717513666,1.066122299468964,0.6026499510945258,9.77926757211291,-0.7719056480989851,-0.5772861261217426,0.5702200979295233,96388.78995711468,0.5352209728851396,1041.6712617829917,0.9824018501404908,364.21836342043235,0.2728297828473954,97926.5326256679,0.589089805445426,1.8773929804649534,1.2261233096775586,2.2887588128488434,2.4859364972667155,0.27356425741390766,8.039936843565323,0.48598512674323135,0.13758335329024146
50008,-9.630227265167235,-1.5540239244461058,-0.4843395139694213,9.776611537184424,-9.488221179199218,-0.8295908752441405,-0.2094926452636718,9.95202883110123,-9.77432827758789,-2.232593048095703,-0.7924807495117187,9.63871950923775,0.004450763445880853,0.16320277516985116,0.029425259042354594,0.005797949963910174,-9.633668930053712,-1.6346411834716794,-0.5584475372314452,9.769836295127519,-9.67287398223877,-1.8570026626586913,-0.6144120010375976,9.727492056865632,-9.586383447265625,-1.3383587280273437,-0.31423896789550776,9.821008648713015,0.0864905349731444,0.5186439346313476,0.3001730331420899,0.09351659184738281,9.630458345386076,1.6056752887557082,0.5138190574847238,9.77690805413304,-0.21898115331770865,0.2975381335450173,-0.7595517262161924,94968.28990795597,0.952838450510807,2553.755596884185,2.0825711691989315,254.30890758701472,0.8150344123015197,97878.16373316203,0.8552398980954363,3.6024994184276333,1.82585794368191,1.5717600631705781,3.3182750357755144,0.14925888645499516,5.548890272887473,1.0014678762559241,0.19670812493260836
50009,-9.659444007301332,-1.5297078138351439,-0.38052842636108397,9.794741990146258,-9.488221179199218,-0.8798691101074219,-0.2094926452636718,9.95202883110123,-9.81862100830078,-2.232593048095703,-0.5542576843261718,9.669856402450918,0.005796284412489225,0.137919646140286,0.007615834379780424,0.00402752056498515,-9.667786303710939,-1.529894860839844,-0.36750995483398435,9.784645917590062,-9.724349317932127,-1.8432360031127928,-0.431554849243164,9.756217475759103,-9.604639234924315,-1.2443863128662107,-0.31423896789550776,9.824159289907179,0.11971008300781172,0.5988496902465821,0.11731588134765625,0.06794181414807632,9.659744034631666,1.5741428276521103,0.390407117825256,9.79494758404042,-0.5911308799232291,0.6263143403783907,-0.6357658786094406,95546.44719912401,0.5845030172336041,2462.5100079587796,4.078292110817245,151.85742579154152,0.2768095557872744,98240.89433846627,0.49560608867369216,3.2644389062159846,1.716183308897488,2.2553011256831064,2.915248914769107,0.19769130858826378,4.707374036394897,0.2585406347313084,0.1371765735076039
