,En_acc_Y
0,1.445132637595021
1,1.1213835283471416
2,1.186357077392386
3,0.2292284484768017
4,0.17018170879390707
5,0.10724901386356224
6,0.05633435790592011
7,0.08278856354087258
8,0.02182726838243939
9,0.01485939511232373
10,0.011069072295693058
11,0.15974938836969504
12,0.49626726292118534
13,0.21695656938258792
14,0.3125627176303181
15,5.345013824887493
16,14.665580580492273
17,12.039423913781832
18,3.7585014024051246
19,0.6434126870564038
20,1.0537948520260791
21,1.3821201686180262
22,2.143374882688046
23,0.11063741390946259
24,0.06150107769505348
25,0.06614941520371503
26,0.04124796740654906
27,0.03516887217784201
28,0.05516116705988963
29,0.24349532545408573
30,3.4886627890076434
31,16.68146442494089
32,25.641841706087956
33,14.558329752886868
34,2.0980666054773973
35,0.13190091998901124
36,0.10691243801317932
37,0.06360871231596929
38,0.02842178411043616
39,0.026650820232742765
40,0.02787283024754726
41,0.016811974123844425
42,0.03818897773929855
43,0.015248802647875315
44,0.022613153266452003
45,0.029626119707968464
46,0.8093733943219438
47,0.9100527320660726
48,2.723432986015498
49,1.455815262580754
50,1.2930932484740014
51,2.7892883351050517
52,2.069093862015532
53,0.10117030074438652
54,0.022799640605100712
55,0.06527210166594409
56,0.0533849487202017
57,0.0335612761693997
58,0.014169811360148183
59,0.01926201262477891
60,0.02726521700392588
61,0.022431633399278308
62,0.02926288914295361
63,0.7859960424034852
64,1.2263459651649455
65,2.1190343301869947
66,0.6900858969676745
67,0.4912247408581995
68,0.6558462152498657
69,0.3758301741123037
70,0.1251689276737482
71,0.0202047684839452
72,0.03569012013136019
73,0.05340634933851266
74,0.01994223397612802
75,0.01686165308910314
76,0.018757101069431462
77,0.010228445042704015
78,0.5044054609746692
79,0.4641018735861674
80,6.614185449426277
81,14.484309451476607
82,12.818677363232394
83,5.801310348860128
84,0.9051630674372881
85,0.0206541731278764
86,0.01856688753772408
87,0.02368832296996722
88,0.016847609079332696
89,0.030344650841701418
90,0.05042378893815093
91,0.0201642612430312
92,0.014187963359826122
93,0.023618485697193773
94,0.7482016310444087
95,1.2784947643182636
96,0.2593526008182106
97,9.87551093776877
98,19.661546510410073
99,20.076950372053478
100,11.631691559376732
101,1.5091104069837267
102,0.04339802040948019
103,0.04735849407656654
104,0.016509409199036033
105,0.04800021429484287
106,0.03629133241839412
107,0.0447927605031451
108,0.05038710281122707
109,0.07133103918105853
110,0.1004532981483786
111,0.440053281610345
112,0.6805877329907262
113,2.277505245095054
114,2.3745253375746613
115,1.8025155334478384
116,0.4917647150256299
117,0.09251830723762632
118,0.0535276805400771
119,0.027622237600560144
120,0.032070426042078666
121,0.023945603553686877
122,0.031058405932539637
123,0.02374105949653935
124,0.013395677472299495
125,0.02588576272054313
126,0.1635754420820376
127,0.2171226123088968
128,0.3529171301275212
129,0.661118406562088
130,0.8749845552958035
131,0.4692444226693464
132,0.4983260788461026
133,0.2345463074227006
134,0.03045432713608518
135,0.023739530713807702
136,0.01746792900107854
137,0.03360293015262714
138,0.04558810393219303
139,0.034663291777984585
140,0.09911263150480011
141,0.10119580945763092
142,0.4596674428788081
143,2.8191502430786572
144,3.5158339980379467
145,14.192793178478253
146,30.196424385603382
147,23.084221539922044
148,6.430694812699324
149,0.034182073386088384
150,0.023623453760675175
151,0.08451319194003948
152,0.03673175687222503
153,0.037986535706273354
154,0.13149269215131926
155,0.526501760960455
156,0.43664844990712126
157,0.031095951493146968
158,0.037349401427263
159,0.0330033418346943
160,1.0571301337330758
161,14.374549734051454
162,22.736117543134114
163,21.909996950004764
164,12.20772326894335
165,0.3101567218179201
166,0.044904347609666
167,0.01724685707568085
168,0.02258621181779952
169,0.027406037974953112
170,0.039443947953564415
171,0.035896479500156814
172,0.015484396189870674
173,0.016709558700487303
174,0.024745436383865248
175,0.027267605191610724
176,0.41513435061012793
177,2.516776512606446
178,3.157780338668056
179,1.0339771984548123
180,1.0983553619338289
181,0.02601989596616593
182,0.023334168471589763
183,0.023004280436791858
184,0.025900952832416377
185,0.03180406950408971
186,0.04256302987454267
187,0.035984373291433426
188,0.033281926822924114
189,0.025218247805504006
190,0.03009940862678063
191,0.030899910351427896
192,0.04920474075337095
193,0.37684391298562125
194,1.600733248286147
195,0.7595704973324299
196,0.7299617651153774
197,1.057400119257368
198,0.5770918792002843
199,0.030230771365774074
200,0.019064060617611688
201,0.016661121599585892
202,0.026516304597785804
203,0.017765048121023728
204,0.012298629571897481
205,0.014145449394324217
206,0.024362429937220917
207,0.023905191467059054
208,0.14196551972211427
209,0.35170715732687224
210,5.155786205278415
211,16.182489172482114
212,17.806159443395636
213,12.888462043220253
214,6.478797439487178
215,0.03095455722262981
216,0.015536463580319414
217,0.01351805999757069
218,0.01965686576120777
219,0.02285295028336065
220,0.024707126430854362
221,0.026034704186220937
222,0.01584839097187386
223,0.02068598697208778
224,0.01981029757564092
225,0.8876220540084595
226,1.499808287160082
227,16.809886282792753
228,30.99295449796119
229,31.298109394064987
230,25.15485410920883
231,8.572878539988999
232,0.03208790915830086
233,0.023661763761729435
234,0.021404422794474912
235,0.012558489398706007
236,0.019592474108624518
237,0.023413655103786495
238,0.01828180605107827
239,0.014817741086639557
240,0.018026245371255703
241,0.053509528455804256
242,0.39001192638054916
243,1.4562566426440797
244,1.3046756404480293
245,1.250072694535077
246,1.6950911136975364
247,0.07683586331584347
248,0.03206545802759852
249,0.027642109055620964
250,0.022843874137554964
251,0.01934484268241713
252,0.025787168514925723
253,0.024808204122574062
254,0.018911297270521897
255,0.012749753792198466
256,0.013359373627609274
257,0.17249713617408083
258,1.0635691150594007
259,2.6328142352880795
260,2.8588192765127807
261,1.1062735398599923
262,1.0894285086635227
263,0.13757923903527372
264,0.02206725635275925
265,0.01671777488157546
266,0.013096743221866403
267,0.01570422619951589
268,0.023945985543188986
269,0.027275248195313222
270,0.021042147879338325
271,0.016141688689406977
272,0.023356046428577647
273,0.025231431829328042
274,0.41450218474079986
275,1.6434158893488624
276,13.700118385253221
277,23.507544623497363
278,13.317055890929806
279,3.2491153265157777
280,0.023325379139292557
281,0.013322782937806997
282,0.022320237670900158
283,0.025794429549077087
284,0.026996281186137047
285,0.022141201934667596
286,0.037123170914651546
287,0.025816307435994508
288,0.013555128193643852
289,0.01710823341665871
290,0.3445163019958228
291,1.3087774130833867
292,8.21523081403254
293,33.323574127806076
294,42.56101250400304
295,32.66482904350955
296,24.099044002564675
297,9.449492569655494
298,0.07323269672371098
299,0.12529895273090425
300,0.1476125983724153
301,0.014854713884217706
302,0.016904548981698558
303,0.01999525653107025
304,0.018009430912317114
305,0.014689244322361081
306,0.0392635746298258
307,0.8442354983334182
308,1.4104933250929759
309,1.4293395610557271
310,1.7772194238280612
311,1.8706543092368544
312,1.545843596106454
313,1.6735387049662758
314,0.1737043378496
315,0.040335878405232346
316,0.018267284376062606
317,0.015640120915598105
318,0.013193044041020802
319,0.016657013460120555
320,0.02034301017357677
321,0.013368831521900588
322,0.01343733128027118
323,1.5890586641519724
324,2.972060446374606
325,2.7534789887345767
326,1.4801399558689206
327,0.967204596974597
328,0.8836948259396888
329,1.786687491592601
330,1.021383168575431
331,0.02182726840271024
332,0.0160874238985276
333,0.020150981564851747
334,0.020232283225543393
335,0.013155020507752142
336,0.01602800001206577
337,0.02692290886589001
338,0.01693359213508654
339,0.16655589978151575
340,0.39081500757254356
341,2.140227043284037
342,14.712696126937818
343,22.69032135887132
344,16.386214671494947
345,6.277217406359114
346,0.17271687047254883
347,0.04389490698997813
348,0.009649874730289111
349,0.024215781047010696
350,0.028433248578799402
351,0.014835606497544682
352,0.01955196637051421
353,0.016878945214085596
354,0.017571013069907652
355,0.021112462712651405
356,0.7974375171681021
357,6.385771738066977
358,33.95922149418281
359,49.67809669909532
360,42.060595887413484
361,26.259729660681497
362,7.0565005640498
363,0.04599317934877224
364,0.024310935748259824
365,0.03537112312960537
366,0.02201280068827525
367,0.026237242116372846
368,0.02267735392556113
369,0.020695158734420523
370,0.022631496408682995
371,0.014982446451459101
372,0.8877418563476451
373,1.5875529103995587
374,2.212925118957241
375,2.269428097314957
376,1.7310690861158604
377,1.654303442953257
378,1.6211031047676585
379,0.10989385226802302
380,0.021771952729934433
381,0.024160465517886653
382,0.03342513638114873
383,0.018961263011779982
384,0.02557154228952445
385,0.02784072986468179
386,0.01679066934615745
387,0.0187089505798083
388,0.5255053129091964
389,0.7499476599107298
390,1.3523672710270298
391,1.8219694785665024
392,1.0050157260342103
393,0.9953003141423574
394,1.47787153381288
395,0.8855723149621342
396,0.04396942557944363
397,0.012553808144104133
398,0.012956590971967913
399,0.025972127783835248
400,0.029253335305566185
401,0.08324140735286703
402,0.08630670215555385
403,0.02384395227405559
404,0.026697537644906663
405,0.1729904877586625
406,2.0806645015774623
407,14.677089311677202
408,21.273506084506273
409,21.259270353023496
410,13.324914833140541
411,1.6837275010003396
412,0.052495310984300714
413,0.07123282746948113
414,0.0512626010932128
415,0.010380252802324607
416,0.020302216113886426
417,0.019628109153017714
418,0.014803888310880918
419,0.009351036082815843
420,0.01583759536988726
421,0.4643920183676752
422,0.5953011722667969
423,7.227356950768924
424,31.96047158789052
425,41.94841383289778
426,29.68884585665121
427,14.2349718651298
428,0.9792513916744244
429,0.022917628590796404
430,0.03387262997160679
431,0.02172695453293554
432,0.02219508440261265
433,0.018210344579041915
434,0.018182830014933777
435,0.02993460766634292
436,0.03810796273202261
437,0.6773534341606607
438,1.6918430575272383
439,1.7973810093463716
440,2.38325280578811
441,1.9754843348768105
442,1.5304484323218395
443,1.4158605756715608
444,0.9371418744163207
445,0.042557202115931156
446,0.020675191320142762
447,0.020647199131330344
448,0.02123618273157597
449,0.01839377496785595
450,0.026442932417200533
451,0.02115182394260148
452,0.022214956408818376
453,0.01266491726998299
454,0.47766273394120895
455,0.5259015030304308
456,0.16125046124802692
457,0.625960043863212
458,2.469172488351745
459,1.5017304833008251
460,0.9521901455044495
461,0.6637008592028177
462,0.5113008215989187
463,0.0268196338380634
464,0.03238770314664088
465,0.029580835152998024
466,0.037681486966559714
467,0.019149279217116677
468,0.017469362049009896
469,0.021451235847746258
470,0.7014410058007037
471,1.1506919875858155
472,7.646595556790392
473,18.456913928323033
474,14.744988290530562
475,4.435455876388033
476,0.5090174947016878
477,0.03606529270261296
478,0.02103708425407686
479,0.020486792952761082
480,0.01250689966041517
481,0.014048288566718588
482,0.016425336969625254
483,0.02219718634964142
484,0.014935728853026853
485,0.01133705274212937
486,0.013326508933424047
487,0.8584123777741933
488,1.3468777326680548
489,13.31705598760409
490,29.029159645271054
491,32.45488649077872
492,30.18603266429416
493,22.952370578778496
494,8.691614601497518
495,0.035919790510502626
496,0.013413160678384162
497,0.015881637689239704
498,0.02173564850169264
499,0.02349705847767435
500,0.016341169281066045
501,0.01941754646860214
502,0.019114026240276763
503,0.666894555346546
504,0.7623861550396867
505,1.0729714543428104
506,2.981173976615691
507,2.0971289127978507
508,1.4241386399119365
509,1.5770581106785222
510,1.382458751074562
511,0.02599782707236695
512,0.03539519862253615
513,0.029048027002380947
514,0.02560440682696926
515,0.016598927156535898
516,0.022142252849923452
517,0.020459947206348132
518,0.017575598856103842
519,0.3710167479282004
520,0.7412405419393484
521,1.8289612370529025
522,2.0565448301879017
523,0.5488993823598
524,0.42954500961976516
525,1.326733629852088
526,0.789186395170297
527,0.04660107930742072
528,0.03551824968809421
529,0.02188019545109896
530,0.012492760064284836
531,0.012899746540562322
532,0.018650864323309577
533,0.016304960785390493
534,0.015174188510038107
535,0.7132979698326881
536,1.5643038660403747
537,0.92318052337186
538,10.578711352141426
539,16.42534192254336
540,13.716640502580146
541,11.545341483392786
542,4.386328710086833
543,0.08118555350824778
544,0.021854973983596267
545,0.02054526137513448
546,0.014219585789343408
547,0.022240942118368728
548,0.021773863196349132
549,0.023610460717077484
550,0.010279366005278233
551,0.02277441904055266
552,0.07798918212693735
553,19.21950931136811
554,41.806917299488646
555,41.9068237423214
556,39.08848546496283
557,26.24518295291077
558,6.207013891983192
559,0.05973212039095385
560,0.025999260045120095
561,0.00972897904418008
562,0.015980135926702
563,0.02000643433787723
564,0.015093077790945226
565,0.015794412671125708
566,0.019309398608194393
567,0.022230528634692933
568,0.0882777199690874
569,0.26280310013978664
570,2.160719567090003
571,3.1199069156953145
572,2.061616108642321
573,2.0578961022996696
574,2.622934213362867
575,1.7584482790731932
576,0.17398483346242102
577,0.0434821882421702
578,0.02731489589767767
579,0.01805242238185549
580,0.016557464155929572
581,0.015052665807907163
582,0.020592743173317104
583,0.021217457644534293
584,0.03016083851956939
585,0.11964814823981143
586,1.3109267977417138
587,1.5984165797437542
588,0.9743716639411412
589,0.7249885081118461
590,0.3044553786046697
591,0.025047714659407364
592,0.02189997166520332
593,0.01517686346909353
594,0.015868262632676444
595,0.024228010056377345
596,0.01907323209327865
597,0.02734403458443433
598,0.026481911483989266
599,0.022958136114865278
600,0.021639347685730833
601,0.7076226127380743
602,5.669104191125281
603,15.918811054863276
