,En_acc_Y
20000,0.02243612363136264
20001,0.013496182032386351
20002,0.09669459787932702
20003,0.09485675851304141
20004,0.013675886552217102
20005,0.15584547269140475
20006,1.154528358805074
20007,0.7802579177661217
20008,6.660444889596261
20009,14.120218540573509
20010,13.09758460548507
20011,12.056765643000727
20012,7.782449883022858
20013,2.885041517386253
20014,0.5196339143671117
20015,0.08729741766689472
20016,0.12062596629530885
20017,0.026641744400882066
20018,0.026115432758273025
20019,0.031537808851855954
20020,0.023344104363138718
20021,0.1467907915239455
20022,2.287490360033295
20023,13.460963290283814
20024,29.492480124805493
20025,30.37899911168363
20026,25.826711508953007
20027,12.37922462460609
20028,2.404188526262792
20029,0.0326948537426953
20030,0.024018211270063143
20031,0.016976392690754995
20032,0.01774307465335003
20033,0.02566679244720191
20034,0.046472391336433196
20035,0.023674279174693728
20036,0.017538148446525553
20037,0.016294260701604897
20038,0.1975923325741517
20039,1.1220310749438278
20040,1.5513381031040006
20041,0.9589398128332225
20042,0.9813282636546986
20043,0.23163215188312902
20044,0.06396707058757141
20045,0.02650570014982476
20046,0.04049456490882808
20047,0.019033870914611208
20048,0.021885067985226055
20049,2.096326787078456
20050,2.0856359445039687
20051,1.345154633397591
20052,5.505364997461586
20053,7.315968190041114
20054,3.605217650802167
20055,5.238636677053233
20056,2.1322638695768625
20057,0.9720428613732627
20058,0.4634996106415052
20059,0.065042049458988
20060,0.016616792577707564
20061,0.022334854736614902
20062,0.013764831213547535
20063,0.012017274022296801
20064,0.008112975982998543
20065,0.011738784561740183
20066,0.011385203260361635
20067,0.008601264021730403
20068,0.012937196840717702
20069,0.015125178187427786
20070,0.008157591618703471
20071,0.36457671493095617
20072,0.4610138414222213
20073,0.3798725216523641
20074,0.4095240540345033
20075,1.561637245236537
20076,4.064312446668914
20077,4.618203621858634
20078,3.4817678109304846
20079,1.6469914465645914
20080,0.1424607819799338
20081,0.05122018283962527
20082,0.0110385006008904
20083,0.012719659790396388
20084,0.042122892307017344
20085,0.0434335602004554
20086,0.01162012798883776
20087,0.07280230397084624
20088,0.5853699423652012
20089,8.101412890415482
20090,16.7921708139251
20091,13.190484294838775
20092,9.74311504350007
20093,6.334628079836455
20094,0.5960914522181937
20095,0.01499142681700616
20096,0.010877425736225549
20097,0.2365277386506369
20098,0.6926833481523734
20099,0.8431403602762679
20100,0.6144323954973265
20101,0.1171217759269579
20102,0.04099517718097738
20103,0.14994751493928016
20104,0.25491922084045165
20105,0.6544735432604266
20106,1.4200969592951813
20107,2.803485186221314
20108,2.0680101889098164
20109,0.546230947595595
20110,0.4380745260279945
20111,4.945310463586154
20112,6.364260122733195
20113,5.523532446105943
20114,7.52908045841882
20115,1.600214197640293
20116,2.563065951448264
20117,2.624151062150028
20118,0.6677883966491963
20119,1.4348265200362402
20120,3.6760333647754786
20121,3.734680283531146
20122,7.324259724103622
20123,6.610166125331017
20124,8.825558955578895
20125,4.427818386342952
20126,8.277930019552317
20127,8.638227837070101
20128,8.465893782043208
20129,1.702883755846429
20130,0.9536600730225253
20131,1.7429671308279029
20132,1.080922686781459
20133,0.17456913596333123
20134,0.2106037614254526
20135,0.1836060473058632
20136,0.1578783979851191
20137,1.323835524782634
20138,1.540655094538349
20139,0.8516162801565748
20140,1.0807239704596878
20141,0.8446265290750361
20142,0.03853491625876597
20143,0.08366415722608678
20144,0.17173666408457558
20145,0.17042284348026418
20146,0.08920834260344683
20147,0.906172986468059
20148,1.6550186305971348
20149,4.257752372411639
20150,0.8935371123575622
20151,0.17505665970851744
20152,0.6576936075033235
20153,16.04115553149441
20154,35.64081471015754
20155,30.589605452599812
20156,14.518979430756806
20157,4.359828743289953
20158,0.9461303485512572
20159,0.021738705771307543
20160,0.011672577633381627
20161,0.028065145592246574
20162,0.010490311055548466
20163,0.007504980467739317
20164,0.01290805814930397
20165,0.004751899580998083
20166,0.004795082166305526
20167,0.005862704712349026
20168,0.19082843023524
20169,0.5456982349945446
20170,2.8808650353081484
20171,7.593908887831907
20172,8.265984302513196
20173,3.747400325468313
20174,2.0971626376068953
20175,0.19204547216938328
20176,0.029682772880802216
20177,0.008301374341906646
20178,0.007196588022224519
20179,0.011530036887189569
