,precision,recall,f1-score,support,sum_fit_time
others,0.98,0.96,0.97,44558,168.23543190956116
nod,0.84,0.91,0.87,5446,168.23543190956116
shake,0.81,0.91,0.86,5379,168.23543190956116
accuracy,0.95,0.95,0.95,0,168.23543190956116
macro avg,0.88,0.93,0.9,55383,168.23543190956116
weighted avg,0.95,0.95,0.95,55383,168.23543190956116
