,precision,recall,f1-score,support,sum_fit_time
others,0.94,0.97,0.96,44558,19.090874671936035
nod,0.81,0.69,0.75,5446,19.090874671936035
shake,0.81,0.75,0.78,5379,19.090874671936035
accuracy,0.92,0.92,0.92,0,19.090874671936035
macro avg,0.85,0.8,0.83,55383,19.090874671936035
weighted avg,0.92,0.92,0.92,55383,19.090874671936035
