,precision,recall,f1-score,support,sum_fit_time
others,0.961,0.983,0.972,44558,48.49594068527222
nod,0.915,0.824,0.867,5446,48.49594068527222
shake,0.912,0.831,0.87,5379,48.49594068527222
accuracy,0.952,0.952,0.952,0,48.49594068527222
macro avg,0.929,0.879,0.903,55383,48.49594068527222
weighted avg,0.952,0.952,0.952,55383,48.49594068527222
