,precision,recall,f1-score,support,sum_fit_time
others,0.96,0.98,0.97,44558,68.03297662734985
nod,0.92,0.83,0.87,5446,68.03297662734985
shake,0.91,0.84,0.87,5379,68.03297662734985
accuracy,0.95,0.95,0.95,0,68.03297662734985
macro avg,0.93,0.88,0.91,55383,68.03297662734985
weighted avg,0.95,0.95,0.95,55383,68.03297662734985
