,precision,recall,f1-score,support,sum_fit_time
others,0.993,0.993,0.993,10883,36.356794595718384
nod,0.968,0.971,0.97,1324,36.356794595718384
shake,0.974,0.967,0.971,1285,36.356794595718384
accuracy,0.989,0.989,0.989,0,36.356794595718384
macro avg,0.978,0.977,0.978,13492,36.356794595718384
weighted avg,0.989,0.989,0.989,13492,36.356794595718384
