,precision,recall,f1-score,support,sum_fit_time
others,0.96,0.98,0.97,44558,52.41482925415039
nod,0.9,0.8,0.85,5446,52.41482925415039
shake,0.91,0.83,0.87,5379,52.41482925415039
accuracy,0.95,0.95,0.95,0,52.41482925415039
macro avg,0.92,0.87,0.9,55383,52.41482925415039
weighted avg,0.95,0.95,0.95,55383,52.41482925415039
