,precision,recall,f1-score,support,sum_fit_time
others,0.983,0.961,0.972,44558,908.6263699531555
nod,0.852,0.909,0.879,5446,908.6263699531555
shake,0.819,0.918,0.866,5379,908.6263699531555
accuracy,0.952,0.952,0.952,0,908.6263699531555
macro avg,0.885,0.929,0.906,55383,908.6263699531555
weighted avg,0.954,0.952,0.953,55383,908.6263699531555
