,precision,recall,f1-score,support,sum_fit_time
others,0.964,0.985,0.974,44558,127.38579487800598
nod,0.927,0.835,0.878,5446,127.38579487800598
shake,0.918,0.846,0.881,5379,127.38579487800598
accuracy,0.956,0.956,0.956,0,127.38579487800598
macro avg,0.936,0.889,0.911,55383,127.38579487800598
weighted avg,0.956,0.956,0.956,55383,127.38579487800598
