,max_gyro_Z,var_acc_Y,var_gyro_Z,per_range_gyro_Z,RMS_gyro_Z,En_acc_Y,En_gyro_Z
20000,1.3587786259541983,0.0006664901880840282,0.22294738068877104,0.7595419847328245,0.5214919451375136,0.02243612363136264,7.6079482547637065
20001,0.900763358778626,0.0004080261140702017,0.14259417246955308,0.44656488549618323,0.5082430480220186,0.013496182032386351,4.86683371209914
20002,0.9770992366412212,0.002969078900646256,0.09387359965911078,0.3778625954198473,0.5435347687767362,0.09669459787932702,3.204148942369326
20003,0.9770992366412212,0.002841312101692124,0.060890245323699084,0.29389312977099236,0.5661477541500672,0.09485675851304141,2.0776100848823877
20004,0.7938931297709924,0.0004013380790613688,0.07700509148651011,0.48091603053435117,0.44233660794419893,0.013675886552217102,2.623188236893731
20005,2.3969465648854964,0.004596854817006086,0.26844935464133796,0.5076335877862596,0.6463692846519579,0.15584547269140475,9.133205135675855
20006,6.67175572519084,0.03386891321477973,5.7336174683876235,4.217557251908397,3.12171043572583,1.154528358805074,195.63587203542914
20007,6.67175572519084,0.02286637350219103,9.265762257080008,4.679389312977099,3.6806610278912717,0.7802579177661217,315.88497950779856
20008,11.02290076335878,0.19551741927698404,16.844784094385524,4.377862595419847,4.127898328079028,6.660444889596261,574.6969368529418
20009,11.02290076335878,0.4137177760074421,33.29546987901346,8.438931297709923,6.01084511674854,14.120218540573509,1135.0286657731679
20010,6.900763358778626,0.38373119644239667,24.430070363032456,6.583969465648854,5.092724506548329,13.09758460548507,831.1751529631141
20011,5.419847328244275,0.35363970751212803,2.9027145489773325,1.9045801526717558,1.995617539866193,12.056765643000727,98.7100829399996
20012,3.175572519083969,0.22824950368766272,1.506071178835732,1.9083969465648858,1.4902368593925746,7.782449883022858,51.27993318182702
20013,2.900763358778626,0.08462321575520362,1.0701508871860614,1.6030534351145036,1.1998339142683727,2.885041517386253,36.46764951537399
20014,1.7099236641221374,0.015226237442576274,0.4332498106170969,0.7671755725190841,0.7589663705557185,0.5196339143671117,14.781267602898046
20015,2.6259541984732824,0.0025597806744557102,0.5971534292873376,0.8320610687022902,1.0442053345042779,0.08729741766689472,20.38255734902783
20016,2.6259541984732824,0.003535223373258698,0.5806771167181399,0.7099236641221376,1.070534144302223,0.12062596629530885,19.77556863430647
20017,0.8244274809160306,0.0008145771938446718,0.1206858483625663,0.5229007633587786,0.3630471272380068,0.026641744400882066,4.080243964026961
20018,0.732824427480916,0.0007937181936758659,0.10608356156401141,0.48091603053435106,0.3262633283937642,0.026115432758273025,3.6059437095740337
20019,2.381679389312977,0.00092431750630606,0.49344443796981513,0.6030534351145038,0.7412445653245732,0.031537808851855954,16.836812151584013
20020,2.381679389312977,0.0006901914981718454,0.4880213037556086,0.7328244274809159,0.8505586245390448,0.023344104363138718,16.61638987626984
20021,1.938931297709924,0.0043073688404936476,0.29327308286230414,0.7290076335877862,0.8845744083585328,0.1467907915239455,10.010108191053357
20022,4.946564885496184,0.06701844772524732,10.418804811782529,1.8740458015267176,3.244176020049581,2.287490360033295,355.489027445953
20023,19.908396946564885,0.3945982625117554,47.87976530177437,7.9961832061068705,6.919522587884214,13.460963290283814,1634.1585533088594
20024,19.908396946564885,0.8655599083846653,83.04556639145446,11.545801526717558,9.683972218578003,29.492480124805493,2834.571023444632
20025,12.473282442748092,0.8903809122481959,62.521209974651825,12.68702290076336,8.688862347008559,30.37899911168363,2131.0513839519845
20026,8.213740458015268,0.7569510801771191,26.003823167356213,6.179389312977099,5.166371383809932,25.826711508953007,885.297873084319
20027,8.213740458015268,0.36338803703865263,5.487773876813706,2.4045801526717563,2.839661310647192,12.37922462460609,187.30097313676367
20028,2.732824427480916,0.07065912485494483,0.7445768657857934,1.3282442748091603,1.1299224934524137,2.404188526262792,25.404253831361814
20029,1.5572519083969465,0.0009872807586773888,0.3448917603869238,0.8091603053435115,0.7252611456478276,0.0326948537426953,11.767053202027851
20030,1.3740458015267176,0.0007053728758190251,0.5625088773235826,1.0229007633587786,0.8074616694609958,0.024018211270063143,19.19855486277024
20031,1.847328244274809,0.0004978604608555699,0.6740055576598101,1.133587786259542,0.9065749255754153,0.016976392690754995,22.99101450964396
20032,1.847328244274809,0.0005199062058846996,0.24520351378124813,0.5916030534351147,0.7555131169781204,0.01774307465335003,8.345247945923896
20033,1.3282442748091603,0.0007578695423290678,0.13904984412330285,0.5687022900763359,0.7359982163782565,0.02566679244720191,4.739242079909873
20034,3.877862595419847,0.0013800037417951796,0.8848476833372181,0.8854961832061068,1.2708232929747751,0.046472391336433196,29.665388574869375
20035,3.877862595419847,0.000705686355593452,1.1352938257531613,1.3625954198473282,1.2527604854815757,0.023674279174693728,38.45592525688091
20036,1.5419847328244274,0.0005169043571519189,0.30482248084319097,0.6221374045801525,0.6288508197769772,0.017538148446525553,10.40049725151992
20037,0.8549618320610687,0.00048101092298019794,0.08618902416817201,0.40458015267175573,0.35517723087803355,0.016294260701604897,2.935384495853
20038,3.0076335877862594,0.005794750600735781,0.7881451765631373,0.8206106870229007,1.0979304686663856,0.1975923325741517,26.872155857273277
20039,33.23664122137404,0.0328728102395935,97.22432928405976,2.454198473282443,10.149542865736738,1.1220310749438278,3306.854985140725
20040,43.25190839694657,0.04545244990375757,447.50246721308486,21.30916030534351,21.4906740031622,1.5513381031040006,15274.205263873513
20041,48.76335877862596,0.028115457976471407,836.3796508070624,56.19465648854961,28.920247290418633,0.9589398128332225,28461.439683002165
20042,48.76335877862596,0.028749941039908612,635.3661133438466,40.973282442748086,25.233845576716853,0.9813282636546986,21672.216506419583
20043,34.38167938931298,0.006809027006059016,170.98985504013461,11.874045801526716,13.08940598705211,0.23163215188312902,5820.632348542238
20044,8.82442748091603,0.0018743501503579564,11.231383797200047,1.7213740458015265,3.352954049281534,0.06396707058757141,382.82715459472064
20045,1.4351145038167938,0.0007766237497267292,0.3305450949828098,0.8015267175572519,0.5789083683094117,0.02650570014982476,11.195307188780763
20046,0.900763358778626,0.0011865657290254538,0.1568381795932638,0.4045801526717557,0.40261296195357915,0.04049456490882808,5.348157644270924
20047,1.4045801526717556,0.0005607243513341183,0.32056698327603284,0.8740458015267174,0.6228394858349031,0.019033870914611208,10.910195598547096
20048,3.618320610687023,0.0006411766962991785,0.9270509348959851,0.40458015267175573,1.460932396108213,0.021885067985226055,31.612501213992974
20049,3.618320610687023,0.061527905454715794,41.275616769127666,6.816793893129771,6.915909415382824,2.096326787078456,1408.8712778975585
20050,2.763358778625954,0.0615766473612491,39.0478116714498,6.759541984732824,6.860443094114595,2.0856359445039687,1332.8201542256668
20051,7.511450381679389,0.03962059533311399,8.56904372559874,2.820610687022901,2.9318368818701064,1.345154633397591,288.32691179612686
20052,11.541984732824428,0.16169505640924325,34.64627803413262,9.293893129770993,6.072702004240437,5.505364997461586,1182.4596235650602
20053,11.541984732824428,0.21454786393229874,51.217762796092885,10.874045801526718,7.273789307974275,7.315968190041114,1747.442332420411
20054,12.702290076335878,0.1056441828065666,50.34915629006177,10.461832061068703,7.105997457908519,3.605217650802167,1717.953452596002
