,min_gyro_X,min_gyro_Y,per25_gyro_X,per_range_gyro_Z,PB40-45gyro_Z,PB45-50gyro_Z,En_gyro_Z
40000,0.7480916030534351,2.8244274809160306,1.2938931297709924,0.1374045801526717,0.7324256719371156,0.04168021294231466,0.6481518171046751
40001,1.0229007633587786,2.763358778625954,1.33587786259542,0.3854961832061068,3.376165799789774,0.7676540032315804,4.226358215333216
40002,0.4732824427480916,2.763358778625954,0.8244274809160306,0.6106870229007633,1.735768345606824,0.8772715739392252,5.65261542645145
40003,0.4732824427480916,2.763358778625954,0.8129770992366412,0.7175572519083968,1.8130846882469505,0.5813169779711873,5.5197871141930355
40004,0.7175572519083969,2.900763358778626,1.3778625954198473,0.5572519083969466,241.85797094235852,189.87724996702573,1021.4275624963578
40005,1.3893129770992367,2.900763358778626,2.1068702290076335,8.374045801526718,77.50043550882538,196.09989636054024,3257.2325000485594
40006,-44.65648854961832,-82.01526717557252,-9.564885496183207,16.015267175572518,1289.6476411662036,1969.6659420587432,22166.755596993182
40007,-87.83206106870229,-142.04580152671755,-30.60687022900763,56.79007633587786,7237.971805192739,2953.5512220596424,73083.15823087232
40008,-87.83206106870229,-189.8320610687023,-41.99618320610687,105.54961832061068,15793.396605966256,80621.4171241363,155202.52339607244
40009,-57.3587786259542,-189.8320610687023,-31.874045801526716,132.38167938931298,2033.5825202266656,137467.7158638279,164333.65848921
40010,-39.19083969465649,-139.587786259542,-22.458015267175576,98.9351145038168,11542.81598185451,112993.30374049816,103266.65314764096
40011,-34.58015267175573,-119.9236641221374,-14.114503816793894,26.301526717557252,16571.2898482845,31914.641316009667,44259.54487500728
40012,-1.4351145038167938,-5.022900763358779,0.8778625954198473,11.416030534351144,795.3844908443714,103.72600807607834,2156.5364411553323
40013,0.0458015267175572,-0.6870229007633588,1.1068702290076335,0.8473282442748092,11.86591158149107,2.633551858764328,16.974038031971716
40014,0.5648854961832062,1.3587786259541983,1.2633587786259544,0.8396946564885496,17.444052937100633,0.15490948494894674,13.179527222578324
40015,1.068702290076336,1.3587786259541983,1.400763358778626,1.1793893129770991,0.6916402516378446,0.3063369625515954,16.459491482625335
40016,0.9923664122137404,2.6412213740458017,1.267175572519084,0.48091603053435117,3.701382013674407,0.9307977637094023,4.005842705359049
40017,0.8244274809160306,2.8091603053435112,1.0648854961832064,0.46183206106870217,3.908545987024269,0.09748937465349385,6.048987044267039
40018,0.8244274809160306,2.549618320610687,1.0916030534351147,0.30152671755725197,25.07193678356608,24.360516352370308,20.781601693762994
40019,0.5343511450381679,2.549618320610687,1.2137404580152673,0.46564885496183206,35.08656557681228,11.827263579405276,20.06941320435873
40020,0.5343511450381679,3.175572519083969,1.183206106870229,0.6259541984732824,2.1817400460087994,1.5024242064330955,5.120416448147933
40021,0.3053435114503817,2.7938931297709924,0.9732824427480915,0.37022900763358785,0.2674446236241579,0.2630557227317338,2.2461783501349957
40022,0.3053435114503817,2.7938931297709924,1.1106870229007635,0.2709923664122137,1.2482039761165755,0.16301189613778166,1.5553716760872516
40023,1.099236641221374,3.0381679389312977,1.3625954198473282,10.125954198473282,192.41524940729641,408.9964105302394,5981.571143872735
40024,-50.38167938931298,-98.47328244274809,-12.725190839694656,23.438931297709924,754.324137516152,4463.84671810172,36803.71749898024
40025,-50.38167938931298,-98.47328244274809,-12.725190839694656,24.041984732824424,8341.51766742096,3806.802054897698,32840.606040829014
40026,-10.16793893129771,-17.022900763358777,-5.370229007633587,38.896946564885496,24082.475991865344,4749.328397968465,14495.114736903446
40027,-6.900763358778626,-11.419847328244275,-2.3167938931297707,35.45801526717557,19498.57726379754,3104.8040928466194,13746.26958024979
40028,-3.5572519083969465,-13.801526717557252,0.232824427480916,23.041984732824428,13118.835779918258,449.4282283691135,9065.754505370705
40029,-3.938931297709924,-13.801526717557252,0.1374045801526717,10.881679389312977,1509.3582770155954,251.70055299896796,3003.9394907056694
40030,-3.938931297709924,-11.374045801526718,0.9389312977099237,5.236641221374047,245.5205285704555,123.2933704152707,795.175665753744
40031,0.4580152671755725,2.366412213740458,1.8206106870229006,2.0229007633587788,3.8531773715946738,4.974994853000179,80.16776023153274
40032,0.0458015267175572,2.366412213740458,0.732824427480916,0.5114503816793892,4.179874484920561,1.4549405650206735,4.703175805605735
40033,-0.6412213740458015,3.0839694656488548,-0.03053435114503815,0.4694656488549617,5.585110820860525,0.09956599687450145,4.015041858477557
40034,-0.6412213740458015,3.145038167938931,-0.11068702290076328,0.3015267175572519,1.7351587840095826,0.2866685541796157,2.402330866499621
40035,-0.1068702290076335,3.0839694656488548,0.5114503816793893,0.4618320610687022,2.0847055316857155,0.6230212739340886,3.316356855661092
40036,0.5190839694656488,2.916030534351145,0.8206106870229007,0.49236641221374045,0.7183405339811534,0.4779177247728951,3.0772099527999526
40037,0.6259541984732825,2.916030534351145,0.8816793893129771,0.42748091603053434,0.08525235358532762,0.5854334631627773,3.004331526911797
40038,0.3053435114503817,2.854961832061069,0.816793893129771,0.5305343511450381,1.0576937289542974,0.8843798259326937,3.7751024610065453
40039,0.3053435114503817,2.854961832061069,1.0267175572519083,0.42366412213740445,0.8440158065285859,0.00504167911239072,2.7602898044014528
40040,0.7633587786259542,2.977099236641221,1.286259541984733,8.232824427480917,261.6939473984214,652.3068208066619,6171.664308606725
40041,0.916030534351145,2.992366412213741,10.049618320610685,6.568702290076336,424.05161886868893,575.4407507393329,5713.453155410524
40042,-57.06870229007634,-79.14503816793894,-0.5229007633587786,4.679389312977099,5298.310299939532,1922.8822624606073,15486.009346774665
40043,-57.06870229007634,-79.14503816793894,-15.854961832061067,13.641221374045802,7996.944573755842,1753.619325922813,21235.78262339024
40044,-45.61832061068702,-70.99236641221374,-17.97709923664122,36.77099236641221,31402.844268613422,12435.253613531568,37322.71900238914
40045,-36.91603053435114,-70.99236641221374,-21.446564885496183,64.34351145038168,42714.09055370384,2835.908950972149,47726.684443408514
40046,-26.931297709923665,-69.12977099236642,-23.022900763358777,59.05343511450382,25353.833475398926,16468.90445652857,30199.347310762772
40047,-26.885496183206108,-68.94656488549619,-14.587786259541986,36.51526717557252,17095.503111673563,469.48115092920364,18294.981566730763
40048,-20.06106870229008,-47.083969465648856,0.11832061068702285,11.198473282442746,2033.5767783780648,2825.932549895616,5791.88089272187
40049,0.0610687022900763,-4.885496183206107,0.9503816793893131,2.767175572519084,213.49652681494348,123.26784034668867,1129.515451702504
40050,0.6412213740458015,2.0916030534351147,1.282442748091603,0.6221374045801527,0.5760603011316001,0.43271053734918374,9.30923217372725
40051,0.6412213740458015,3.3435114503816794,1.3893129770992367,0.48473282442748095,2.853024329896458,1.1175844691875405,4.135982751587904
40052,0.6412213740458015,3.3282442748091605,1.3893129770992367,0.7595419847328243,5.1248851789424545,1.6634559503949626,4.785408775712371
40053,0.3358778625954198,3.0229007633587788,0.8854961832061068,0.39694656488549607,0.7069364847361567,0.6198983706738785,3.197808985490355
40054,0.3358778625954198,3.0229007633587788,0.7824427480916031,0.3206106870229007,0.722261892355656,0.1045050607671897,1.407330575141308
40055,0.6870229007633588,3.0381679389312977,1.034351145038168,0.6030534351145038,2.671266647835349,0.05251888152814937,4.300650700231144
40056,0.2137404580152671,2.2748091603053435,0.8206106870229007,0.6450381679389313,0.7590009847061769,0.9801894323152718,6.075776469902687
40057,0.2137404580152671,2.2748091603053435,0.9503816793893131,0.5076335877862596,1.6338597255456762,2.5309249509939407,10.079956490492009
40058,0.6717557251908397,2.931297709923664,0.900763358778626,0.45038167938931295,4.646257499787669,0.5180330698419591,7.111364916574405
40059,0.7022900763358778,2.931297709923664,1.2748091603053433,0.3167938931297711,1.0144417824835044,0.36145482522027733,1.8139424664452344
40060,0.8091603053435115,2.870229007633588,1.3396946564885497,0.14503816793893137,0.9301187768149588,0.007105344462490251,1.471040926130956
40061,0.8091603053435115,2.870229007633588,1.3396946564885497,10.129770992366412,489.1313757729894,384.56977604402005,5863.495662645922
40062,-61.17557251908397,-98.1526717557252,-10.106870229007633,25.469465648854964,2890.561336287165,988.0587110546641,34869.85306994541
40063,-61.17557251908397,-98.1526717557252,-14.148854961832061,44.9236641221374,20395.599443154566,423.6403139369709,39260.84549851408
40064,-10.259541984732824,-26.99236641221374,-3.5267175572519083,46.908396946564885,19084.665291311077,13467.508440218426,34548.23600800264
40065,-6.625954198473282,-26.99236641221374,-0.8053435114503817,41.35496183206107,5524.278026534532,9625.809010210462,22319.107091661324
40066,-7.465648854961832,-17.206106870229007,-1.6870229007633588,35.69847328244275,8453.80231902343,7228.409788859671,22042.99267719442
40067,-7.465648854961832,-24.946564885496183,-4.370229007633588,32.858778625954194,6058.398300412229,2118.9749959038872,19811.361637822196
40068,-5.755725190839694,-24.946564885496183,-1.9465648854961832,16.53435114503817,1114.8991971450796,576.015757307845,5559.209090379347
40069,-1.7557251908396947,2.4122137404580157,-0.019083969465648887,3.3091603053435117,9.701259909467208,5.3422045830483285,93.97635724413882
40070,0.5648854961832062,3.1297709923664123,0.9885496183206106,0.7290076335877863,17.882065086872725,3.1430481382857716,30.80323990443447
