,En_acc_Y,En_gyro_Z
30000,1.8067729354774231,1018.6804964745644
30001,3.3140425415182357,1114.3554493716372
30002,0.707704009197487,635.8162189460601
30003,0.7844066942032122,522.8313656935297
30004,4.561473837924571,3742.730812112736
30005,5.6982691534290755,4435.101264495076
30006,2.594491409148966,847.9084901812247
30007,3.936939488029384,2609.889928714333
30008,1.821382979815343,2896.8931258862153
30009,1.2709921735262502,1402.9212594448652
30010,2.0258573936178417,812.1859876075596
30011,1.0920787930516276,502.05124021521664
30012,0.14148592556294734,34.239978245246
30013,0.08797993180281789,36.1667657284929
30014,0.21186131091749485,53.34668142882117
30015,0.04852480611555152,35.91346269642405
30016,0.025756979085543436,7.85525319037352
30017,0.049411386628060154,16.046477478002448
30018,0.05973555937420637,20.790925159761464
30019,0.024924758951441934,8.062311831089874
30020,0.9966829209790935,1142.7844220422278
30021,3.0141379579703598,1301.8496668803293
30022,0.9243284930257724,591.3191694345704
30023,2.598043176790511,3047.066612279783
30024,3.46037399262148,6556.692842297459
30025,4.123519114909797,5314.177588718607
30026,1.8948758230043365,1656.0668181729895
30027,0.1994736411358235,61.678301575277295
30028,0.043992545392124,24.085107705456167
30029,0.028197750522350226,21.822069420973914
30030,0.04999769531397198,20.161933065283684
30031,0.022697607560536806,15.888025173358193
30032,0.021633997555606042,9.789981158829129
30033,0.02120895480774509,13.311034710486956
30034,0.033712892744989766,22.275609424470222
30035,0.028256601125335776,18.940745488802126
30036,0.3090840356366004,186.5052930093429
30037,4.648575405370492,2251.8222791989597
30038,3.4147947738293802,3131.4708777654755
30039,3.816721272340474,481.8448497562303
30040,8.91695699918953,825.3946195831635
30041,7.594157474307504,534.0450090321077
30042,1.72093359882151,154.44661732999245
30043,0.17505751953875626,13.720272711380453
30044,0.22403497850649115,25.545022628828935
30045,0.1352863584705222,25.88029446613445
30046,0.01929525930709215,10.108004584037449
30047,0.02564281273721934,14.768727541130088
30048,0.023515401653971275,13.261247402055044
30049,0.010882298107576637,10.172958063826892
