,precision,recall,f1-score,support,sum_fit_time
others,0.97,0.99,0.98,44558,133.48184728622437
nod,0.93,0.84,0.88,5446,133.48184728622437
shake,0.93,0.85,0.89,5379,133.48184728622437
accuracy,0.96,0.96,0.96,0,133.48184728622437
macro avg,0.94,0.89,0.92,55383,133.48184728622437
weighted avg,0.96,0.96,0.96,55383,133.48184728622437
