,mean_gyro_X,max_gyro_X,max_gyro_Z,min_gyro_X,min_gyro_Y,var_gyro_Z,per25_gyro_X,per25_gyro_Y,per25_gyro_Z,per_range_gyro_X,per_range_gyro_Y,per_range_gyro_Z,per_range_acc_xyz,coef_gyro_yz,PB20-25acc_Y,PB20-25gyro_X,PB40-45gyro_X,PB10-15gyro_Z,PB20-25gyro_Z,PB40-45gyro_Z,PB45-50gyro_Z,En_gyro_Z
17209,18.200381679389313,109.74045801526718,6.229007633587786,1.7709923664122138,-1.0076335877862594,3.5227111528320023,2.1145038167938934,0.22137404580152673,-0.4427480916030534,7.916030534351144,1.080152671755725,1.8931297709923665,0.024377999404118,0.38235136798881386,1.1038048422275597,16430.082023391944,6682.399936941732,275.1806952355689,150.01541696549032,7.866860181956877,0.5611170037334501,120.24180409067063
17210,1.0391221374045805,109.74045801526718,13.068702290076336,-91.46564885496184,-1.9083969465648856,14.2992395548045,-13.866412213740459,0.5114503816793893,1.2519083969465647,23.896946564885496,2.916030534351145,2.942748091603053,0.07956867785683386,0.1815847084222673,4.807874406733972,24200.216149268945,4834.902899610705,3980.7444894574573,802.3816461249028,259.34312609609293,245.86480796677617,487.4362721675117
17211,-15.857347328244275,4.320610687022901,13.404580152671755,-91.46564885496184,-4.564885496183206,98.32605703885264,-13.866412213740459,-0.7519083969465649,-8.473282442748092,14.591603053435115,4.019083969465649,12.667938931297709,0.0783589769183024,0.7152443978851075,2.9889856779427957,2225.8932916994886,1625.1788298943316,32264.47725419789,2762.969624255189,692.0200292542145,2068.3135495291754,3355.2819998834584
17212,1.140267175572519,5.496183206106871,14.900763358778626,-4.717557251908397,-4.564885496183206,98.9022435955801,-0.10305343511450382,-0.5725190839694657,-8.473282442748092,3.1374045801526718,2.9885496183206106,12.106870229007633,0.05167485865171351,0.7513556183834902,3.8146526317789013,520.3907405649092,81.25322534769293,18919.32048275336,3639.149653046488,700.6588643512526,2244.017874066579,3364.7309597342824
17213,1.560591603053435,5.496183206106871,14.900763358778626,0.1374045801526717,-1.5572519083969465,33.910675914865095,0.9732824427480915,0.14122137404580154,-3.4160305343511452,1.0038167938931297,1.9541984732824431,7.5534351145038165,0.03016295108214173,0.6816202939701995,5.058832190882776,38.25954998628647,32.507253785117456,1072.3947037620142,4288.982496383808,1155.806673611549,673.0192960828105,1150.8221976186314
17214,0.6102099236641221,2.2442748091603053,11.206106870229007,-4.809160305343512,-1.3435114503816794,24.512080216406385,0.3969465648854962,-0.1374045801526717,-4.33206106870229,1.1374045801526718,1.5877862595419847,4.2328244274809155,0.03571533129042059,0.7379731712891402,2.335804582483405,427.9296079426963,28.29035716031211,3399.102935361342,3364.4494492280346,1135.9331335459285,31.370121983524943,834.6502107491795
17215,0.3268129770992367,1.6488549618320612,3.954198473282443,-4.809160305343512,-1.3435114503816794,11.440326175630789,0.015267175572519,0.20610687022900756,-1.5190839694656488,1.4083969465648853,1.4465648854961835,1.297709923664122,0.05172815228983296,0.7149258900494527,1.5332129990187942,351.0989372203645,11.49283633304986,3447.090619297107,162.51336150099752,144.24436819355645,20.07720422363773,389.587708563992
17216,1.2075381679389312,2.045801526717557,1.1450381679389312,-0.1221374045801526,-3.877862595419847,0.6756890624089505,0.633587786259542,0.1946564885496183,-0.9961832061068702,1.0763358778625953,1.099236641221374,1.297709923664122,0.05353192401306117,0.017364905423194014,0.03606591238151587,9.507300063785143,2.1910080134774006,57.77162471394717,12.83800997203111,8.618669810105963,0.39987965778063217,23.059759532272782
17217,1.7886450381679388,2.15267175572519,1.1450381679389312,1.251908396946565,-3.877862595419847,0.4038517568906241,1.66793893129771,0.09923664122137398,-0.7824427480916031,0.33206106870229,0.30152671755725197,0.9656488549618321,0.025742414402557756,0.167841185941403,0.028747194067119248,0.8762600791959628,0.7037059149687037,110.23314512045019,24.580251759573933,4.33616950945194,1.234148490790624,13.781698813200475
17218,1.5648854961832062,2.15267175572519,0.5190839694656488,-0.6717557251908397,-0.732824427480916,0.2226630787104481,1.5725190839694656,0.09923664122137398,-0.7022900763358778,0.3931297709923667,0.8511450381679391,0.6908396946564885,0.01750664358913312,0.005164360255664453,0.04169984435939536,17.49191285962466,5.535117883026972,38.34263757331166,17.07734161517596,1.3134636971940619,1.3159609822142269,7.600038847774992
17219,1.5539122137404582,2.4885496183206106,0.1374045801526717,-0.6717557251908397,-0.732824427480916,0.14379989511100752,1.469465648854962,0.0038167938931297253,-0.6908396946564885,0.3893129770992365,0.9427480916030535,0.5,0.015021585666710635,-0.07515861234395523,0.03833676248958124,32.47385561301542,5.323879416914999,23.32905877208669,9.933764129456641,3.344543920050816,1.0610250352040875,4.906846920342637
17220,1.8363549618320612,2.4885496183206106,0.0916030534351145,1.083969465648855,-0.6717557251908397,0.19690632101858868,1.564885496183206,-5.0306980803327406e-17,-0.8015267175572519,0.6030534351145036,0.6412213740458015,0.3244274809160306,0.020785649152871954,-0.49429997715108287,0.005064011254255066,12.157184950905139,3.1128260348912793,31.66276876859959,3.2944773646361583,1.7315060215266764,0.7194945753162361,6.720789386787874
17221,1.6040076335877862,2.351145038167939,0.2748091603053435,1.0534351145038168,-0.6717557251908397,0.23189731622574442,1.3129770992366412,0.5114503816793893,-0.83206106870229,0.5381679389312974,0.33206106870229013,0.45801526717557245,0.02297861961027614,-0.18017897481298797,0.017226519775827766,3.8925858808279754,2.1842186269040957,60.535468473440005,3.087764188632472,1.3888655256157163,2.7947131434857293,7.915420624283743
17222,1.4918893129770991,2.0916030534351147,0.6564885496183206,1.0534351145038168,0.3511450381679389,0.17612518938290309,1.2633587786259544,0.6259541984732825,-0.7290076335877862,0.48091603053435095,0.32061068702290074,0.5534351145038168,0.019434055850512166,-0.1774592794207952,0.02847746918981281,5.069544210176786,0.8163899456213826,18.321596440906728,12.745588158199928,3.9491214429905632,0.6493434716486046,6.010620981683273
17223,16.768129770992367,126.3206106870229,6.870229007633588,-4.305343511450381,-2.33587786259542,6.222691531670648,1.1068702290076335,0.198473282442748,-0.7251908396946565,1.0419847328244276,0.7709923664122138,1.564885496183206,0.030652258193898163,-0.036776648658325355,10.999502990709376,43071.12000785046,13822.032580263369,955.1077929112671,471.77131213210214,61.47569280641483,23.056459195811613,211.95367791309755
