,precision,recall,f1-score,support,sum_fit_time
others,0.961,0.948,0.954,553,2.0385782718658447
nod,0.917,0.917,0.917,144,2.0385782718658447
shake,0.884,0.935,0.909,139,2.0385782718658447
accuracy,0.94,0.94,0.94,0,2.0385782718658447
macro avg,0.921,0.933,0.927,836,2.0385782718658447
weighted avg,0.941,0.94,0.94,836,2.0385782718658447
