,max_acc_X,max_acc_Z,max_acc_xyz,min_acc_xyz,var_acc_X,var_acc_Y,var_acc_Z,var_acc_xyz,per_range_acc_X,per_range_acc_Y,per_range_acc_Z,per_range_acc_xyz,coef_acc_xy,PB5-10acc_X,PB10-15acc_X,PB10-15acc_Y,PB40-45acc_Y,PB5-10acc_Z,PB20-25acc_Z,PB10-15acc_xyz,En_acc_X,En_acc_Y,En_acc_Z,En_acc_xyz
0,-8.777143286,-1.296460199,9.840180328,9.751583435,0.0025160782378742313,0.004737166401352221,0.003964375786234355,0.0005514177612327939,0.052373162000000306,0.09696516750000006,0.07451952724999988,0.016429732749999815,-0.9275787683040739,0.8817474091241523,0.29567702730617745,0.5737016159093048,0.018044955735173656,0.7452048967767229,0.13532217220204212,0.08746749150993813,0.08587277459087125,0.16161885048532876,0.1344723858492873,0.018712821291212326
1,-8.777143286,-1.061828436,9.824526725,9.716381034,0.0015994843609412309,0.005672455708924235,0.01741769198245672,0.0014124373765597483,0.03172317149999948,0.11731588125000014,0.27293898950000006,0.07544132500000167,-0.70369873476707,0.36861999442768245,0.22213787457681672,0.6702547982712304,0.029221450851338194,6.80673956483091,0.36268955384065993,0.046702360283625274,0.05453033798319371,0.19355084403440131,0.5930776518378552,0.048210382392847625
2,-8.864531647,-1.025915411,9.920475769,9.716381034,0.0033868228900938036,0.00403591215218679,0.006167298930122637,0.0012467627148085702,0.03022679625000002,0.06254851899999991,0.10295067125000013,0.015650545499998003,-0.8489093848587355,0.4674284754579185,0.38787179365811425,0.44673221962243825,0.09052852011727452,2.2139814732112013,0.15002553381039696,0.20317420254927673,0.11389722150847677,0.13631290032574758,0.21033272412391887,0.04206190640098454
3,-8.864531647,-0.841561884,9.920475769,9.686371011,0.0058644004868652014,0.007957857610889227,0.007492960106244452,0.0024475958212665603,0.0805050309999995,0.05686228899999968,0.17298106999999985,0.02826126975000065,-0.8402692523300593,1.8184249089598654,0.35619815919054887,0.7750767968857681,0.03597404740438166,2.9718092137384198,0.10341158418743793,0.2366059311728342,0.2001440220562999,0.2708937203440932,0.25573443550463865,0.08331361136682806
4,-8.868122949,-0.717063397,9.904325039,9.686371011,0.0031469562820275686,0.011727131409487345,0.008250250282026212,0.0018851973732161391,0.03800795149999914,0.11881225749999968,0.06344634399999993,0.04736259425,-0.5998728893657489,0.4276046072655297,0.644562918802258,2.7330777674307587,0.03877322234797147,1.7371739413283056,0.26224379278229076,0.31255065258099546,0.10550537391292014,0.3995867091147834,0.28082590639246,0.06328503361339448
5,-8.868122949,-0.536301172,9.806957161,9.657940487,0.000710534102330885,0.01916857027268446,0.014737669409057293,0.001963932479110471,0.03052607150000064,0.24839842175000015,0.25258827549999985,0.07590305299999933,-0.7150492593383909,0.2033664631667861,0.058930819528502425,1.352103321932983,0.03710056408170455,6.824142780219604,0.13450855696319092,0.30939696520997345,0.024118716078224505,0.6533103837297685,0.5023579183204957,0.0670258606470192
6,-8.917204083,-0.536301172,9.789134064,9.657940487,0.004244157891526826,0.025087959878776628,0.0028336878265995944,0.0017126057102256286,0.12270283525000103,0.11073182699999995,0.09816226824999996,0.07583430074999953,-0.7844147198948003,1.6231032283204225,0.39186695555500145,7.858901714624469,0.2007591489057685,1.1998375525054623,0.017065544492322,0.2787341156557148,0.14463319113313408,0.8526439682932682,0.09671934191291627,0.05837788248917101
7,-8.966285217,-0.579396802,9.789134064,9.658531023,0.001252495844899445,0.008061601235185265,0.002552552443016387,0.0011025627513010913,0.03770867649999943,0.16789339174999984,0.08828618625000006,0.0469249072500002,-0.4497863347995776,0.24142983849106472,0.24410171040944845,0.45879042219721855,0.00029924879785030357,1.199228814427884,0.013023359420698622,0.3340350513989266,0.042730792330773947,0.2750725912496633,0.08709726816919061,0.03763294217666259
8,-8.923189587,-0.414196887,9.858869734,9.603420567,0.005508409224460913,0.004013431178928058,0.008941404593586322,0.005038607736129289,0.11611878074999993,0.0781108292499999,0.1137245790000001,0.11487703474999833,0.016004071831793476,1.6992962101343712,0.6404832449980636,1.4902077538750869,0.003745643237765637,1.9641657607557839,0.09930680739132372,1.0683951336157294,0.18780593609042856,0.13699006457930046,0.30478679504040307,0.17183921007861355
9,-8.923189587,-0.316034619,9.858869734,9.603420567,0.0165971194846824,0.05730272433161541,0.008512476095898685,0.005538374781450052,0.22834698375000073,0.4662707737499998,0.17896657400000004,0.14279357899999923,-0.7782967862311579,5.009501461022787,2.3805866933039685,2.4955729308091597,0.14130891179127153,3.11770168292172,0.2099323170058479,1.320939703824063,0.5657077266753324,1.9532498902360866,0.2859092221186547,0.1888847393904967
10,-9.117119922,-0.316034619,9.85473762,9.706204411,0.00372998247558732,0.02517771026486236,0.008071587778956696,0.0017427259173643703,0.0882861865000013,0.29508535449999984,0.10983400099999996,0.05666347400000049,-0.7268085412224953,1.5070804902568997,0.3221252569633516,0.3340460279010261,0.01182790292824177,2.245708769557871,0.18455139060599135,0.3888194640359576,0.12729949079628483,0.8589770959379692,0.2684297330652468,0.059442350571247825
11,-8.993818536,-0.535104071,9.85473762,9.589792217,0.006809625987467234,0.012671339499856642,0.0025786160453150804,0.0043496253001688995,0.12838906425000118,0.16759411624999965,0.09666589174999995,0.048505687249999596,-0.4940812439876228,1.9973396002106638,1.1969528377344307,0.6532507229243242,0.005853787241049422,0.7148595593817133,0.0339205497482631,0.9312234471965894,0.2323341558811896,0.43249193505091116,0.08763838796770537,0.1483663048715697
12,-8.993818536,-0.538695374,9.874907604,9.589792217,0.012046221638051023,0.021640459057665373,0.011071635410976595,0.005899799890023055,0.18465280274999962,0.3034650607499998,0.20260931599999998,0.08659056249999963,-0.785546945142278,5.454097488374813,0.49166208557970287,1.0768625646011447,0.04556441720478652,5.004185017142536,0.12173173276218578,0.6779343866822181,0.41109343521833625,0.7372966907857933,0.37733382507221763,0.20137610760610442
13,-9.192537274,-0.725443103,9.874907604,9.726763147,0.0022038733698037764,0.000406257194488447,0.0011860059436672905,0.0019593249186376427,0.0688332969999994,0.03232172199999983,0.05686229025,0.06221029575000081,-0.3806897067293973,0.6343701636318798,0.4657115781973308,0.04065098692601833,0.0033612520039902494,0.42517880410915937,0.007210490257867168,0.47745155397498606,0.07518537117203393,0.013837057023427364,0.04047010751031434,0.06686272438189707
14,-9.18655177,-0.640448944,9.807077495,9.726763147,0.00037043793120145475,0.0014178116450749415,0.0023553078926764623,0.0004309614590425476,0.024839842500000486,0.04758475849999977,0.04578910624999999,0.029617068500000343,-0.0804052379018866,0.03034057852418073,0.11433168758135186,0.4807615102040756,0.007307928902642457,0.5191390777866799,0.021380395524159677,0.1373443305901645,0.012634918788656966,0.04829790658467158,0.0799168259136857,0.014708209047720891
15,-9.163806854,-0.574608398,9.799516896,9.702583167,0.000840657586764777,0.002929377529939794,0.0029852007216686826,0.0006484904745957412,0.05207388625000142,0.0640448939999998,0.10324994724999992,0.0337526132499999,-0.4263361143922373,0.1953829129458329,0.20108864455070757,0.34649052287711435,0.004320693404531723,1.4572712859764825,0.004520882734774126,0.23152787623967053,0.028689668792223743,0.09992402482720265,0.10184593650905621,0.022135139703484963
16,-9.084798199,-0.574608398,9.801412674,9.702218346,0.0030445547552391972,0.004412177451893267,0.02022741678422533,0.00114975389117946,0.07721300349999893,0.0595557659999999,0.26515783400000004,0.06199784174999934,-0.7738603498884911,1.2339038639753954,0.26602485900215644,0.5199270425807418,0.040577912430419825,7.364467816338845,0.3344308533131285,0.18026829095285243,0.10387781079761503,0.15044163098795324,0.6898924344259622,0.03924492901430678
17,-8.980650427,-0.70628949,9.829029845,9.409968373,0.006263275512574178,0.045262234861022516,0.008905506956643973,0.007811247479145017,0.13467384399999993,0.22176292925000052,0.07781155375000004,0.051771990000000656,-0.07196799767568587,1.1960353227215905,0.6578305584876918,4.974545187337258,0.3511487113383399,0.5043017473802696,0.5344855535049028,1.4307598312454624,0.21359081168735602,1.5435212910726612,0.3031673524057031,0.26660599845542987
18,-8.895656268,-0.869095203,10.253461,9.409968373,0.08423226171448771,0.22145617304936013,0.07371919683748607,0.053433155274906094,0.22864625849999953,0.768239458,0.4689642497500002,0.2642586170000012,-0.6641986574824373,16.314828649926177,9.40277175938248,21.907955569818263,0.6516825426553728,29.963528782679006,1.2282288146186018,5.3863491310558285,2.8749987009085616,7.557736880195222,2.515944865277636,1.823849288199346
19,-8.895656268,-1.24019646,10.253461,9.481375102,0.08915721791573177,0.11341881288968654,0.015622061616312717,0.053542086803889014,0.23223756099999981,0.47973815774999995,0.20470424149999977,0.2975114977499995,-0.8580343084386562,4.866703216954253,24.149583205573236,41.073829813549665,1.148248855747128,1.3400229074975272,0.5518667730285833,12.329676569453577,3.0430667565851715,3.8701085141272653,0.5331363056136947,1.8275652046997022
20,-8.845378033,-1.231816754,10.11616231,9.427630232,0.04776589846570595,0.05144301619175623,0.013435473026088513,0.029695255076497864,0.2310404600000009,0.3609258997499998,0.1951274352500001,0.12607639900000045,-0.8319578027341596,12.840882226420852,5.316772420849311,1.2944138427407856,0.01617351631985999,5.17954816487752,0.2787756118755658,4.682060085853282,1.630248641569615,1.7540489091232112,0.45821910622346346,1.0135821303546264
21,-8.845378033,-1.231816754,10.14696933,9.427630232,0.08180900566558952,0.09912097098228348,0.02281576888951725,0.05169967515419261,0.46657004874999863,0.62638300875,0.24570494524999997,0.3511050542499987,-0.8059807738617857,30.7844548512014,9.591123232380182,1.5248825834643869,0.1683753181336138,10.245515925291901,0.12276362452061007,9.664524232320368,2.7897309597879856,3.3810381252054187,0.7786490791454199,1.7608465372980189
22,-9.120711224,-1.248576166,10.14696933,9.613966627,0.04211450607951151,0.16603254175424226,0.01923970778776466,0.025807249522790638,0.13736731999999918,0.8143278397499998,0.22565350625000002,0.20489217375000024,-0.6378378756034261,8.492027654925884,10.556514648295414,11.428751984816339,0.5555999818274477,6.0378682108896955,0.29829834003006084,5.757341542981987,1.4330648237200225,5.662352613153313,0.6557385442445062,0.8786528357768734
23,-8.939948999,-1.078587848,9.911422981,9.632943112,0.014799827980768777,0.03617467027442079,0.0166655476324979,0.007591186225767776,0.23612813799999977,0.20201076499999981,0.20380641624999996,0.14249124275000113,-0.7473818100420613,6.466770762259994,0.6874070213710436,5.694549133734169,0.32798049132911133,5.185020985377157,0.31387478368788807,0.5766645621837638,0.5049593828300107,1.231680256008542,0.5674701873215623,0.2591116855810797
24,-8.939948999,-1.024718311,9.809538866,9.632943112,0.0037996869407284292,0.003946749538572334,0.0035812601129024835,0.00233738869685531,0.08439560800000123,0.06823474674999996,0.08439560874999996,0.07881510424999938,-0.6318400084935578,0.6835406685690566,1.025777247501161,1.0122402044026186,0.01285506310029098,0.9974191002569819,0.018993741783296717,0.7476612421175325,0.12918920651721344,0.1347034888881806,0.12205672366017335,0.07921449415577515
25,-8.949525806,-1.024718311,9.846611325,9.635476777,0.0032191783919149172,0.00931734521597341,0.013226109122669073,0.0029315810514021277,0.10384849725000045,0.1020528464999999,0.2301426339999999,0.07036729050000012,-0.5200739932213007,0.2319995901201656,1.0773462044315594,2.09717642842743,0.06515164595745765,6.209410424952743,0.08093320293716733,0.4345322496816867,0.10901071099494336,0.3169138408379332,0.4509345289449279,0.09827945386424813
26,-8.906430176,-1.223437048,9.87571074,9.689568537,0.005882435371002219,0.011363820945571835,0.0019661843420712053,0.0018702485509175396,0.12958616500000097,0.16879121699999988,0.08649053500000004,0.045282714249999856,-0.9094213114822745,2.4915391037197843,0.16742897740240723,0.343528690438372,0.018621950608403333,0.909628374277467,0.0115757562010761,0.17255312773655596,0.2006816070526667,0.38784763789457644,0.0671001968437782,0.06368163251688129
27,-8.821436017,-1.223437048,10.04952892,9.3635157,0.06891901545005281,0.4865814459975921,0.042511596812931235,0.02166160800994066,0.3935468980000003,0.94032270175,0.2588730547500002,0.14092024025000072,-0.8602798117416015,22.12772956558685,4.3544404344441885,29.59771280114801,1.2795789982565804,16.048804930321882,0.1380569540778525,2.2127718100416978,2.351857730379683,16.597317518954362,1.450692586472474,0.7393747606640911
28,-8.821436017,-1.258152972,10.16003932,9.3635157,0.062025639957326885,0.16480874330774847,0.027856081462094447,0.037048922229117584,0.3205237469999993,0.48901568975,0.20201076500000004,0.22497301324999874,-0.7597084791168143,4.019886404824763,14.600151851133592,64.45754570977621,1.1448328405794634,1.0291250690997944,1.1838599191061512,6.366238836816429,2.1152691335914815,5.624652018951878,0.9507519364153438,1.2621051590580032
29,-8.829815723,-1.127668982,10.16003932,9.353729174,0.06450086925730689,0.07462055617450944,0.04135242553532329,0.0429725687005823,0.16370353850000186,0.41569326299999965,0.3645172030000001,0.12901807624999861,-0.907502276979005,14.303739969331758,17.8265368941038,10.393789173210552,0.1008861330980028,14.754776021424822,0.3591604163477454,12.890748345985163,2.2002653588796104,2.54488111530402,1.410377915713988,1.4659013886318797
30,-8.829815723,-1.127668982,10.15646053,9.353729174,0.07780800311278463,0.0656361656592695,0.019862744670645034,0.052680586423343306,0.39055414649999953,0.41180268524999963,0.19213468374999998,0.3542430002500012,-0.8321341106975655,24.797743366472,14.681806452635465,5.303326334370738,0.030364889375335467,7.351997419702388,0.04477410292015998,11.82580506673198,2.655736447974767,2.240338129655183,0.6779493933527878,1.7980182469165966
31,-9.151835846,-1.054645831,10.15646053,9.600140087,0.04074425939695933,0.07699284931974312,0.029963447871165682,0.02898324724162833,0.350151992999999,0.48392800999999963,0.19393033474999988,0.2859597400000009,-0.6028944256921013,11.044298392928429,7.89528201374546,4.885463606701538,0.34348022417270074,11.215974375835291,0.28441166160483294,6.061774220465715,1.3898011278367908,2.6244363337795114,1.0207448892238233,0.9889602969401371
32,-9.141061938,-1.027112512,9.858284875,9.608285792,0.004217667446671793,0.025623208399962454,0.02255817813295664,0.0038700318186814216,0.08230068175000049,0.19782091200000007,0.27832594349999984,0.07389667675000133,-0.27232041975903437,0.9543804061612834,1.07185150046646,2.6870765268971195,0.1820346804975702,8.25855521119592,0.6261949804512719,1.402465963132228,0.14394924379303115,0.8718769376869261,0.7664517202034467,0.1320881659730063
33,-9.141061938,-1.027112512,9.784338626,9.64052561,0.002372594072154572,0.0014231030102990463,0.000626152063070316,0.001509506364917429,0.04159925424999855,0.04100070325000038,0.03681085075000001,0.030231071750000282,-0.9156724139127481,0.7168616963103036,0.34034602012187665,0.09245730882547948,0.005362525687248016,0.23034407092433207,0.004132895633347351,0.25034250904553285,0.0809837800357802,0.04852002920202581,0.021342801867031445,0.05151126611252672
34,-9.240421307,-1.072602344,9.828123524,9.709231722,0.0005557310689638661,0.0003664788478284921,0.000216905611397007,0.0005941657382760125,0.03232172275000167,0.0230441912499999,0.015861586250000004,0.025587329249999513,0.30866012901673173,0.11746067614103718,0.031664303823832965,0.13224396773413033,0.001435981671881963,0.021883059777311722,0.017006548469785675,0.06845400609022764,0.01896508458418017,0.012506804022340327,0.007302633726010403,0.020274270538507316
35,-9.240421307,-1.072602344,9.828123524,9.709231722,0.0004713602279331675,0.00039802974717964963,0.0011771039579786652,0.0005797279953365236,0.023044191250001234,0.024241292000000136,0.06015431700000029,0.021835345250000415,0.48505275256118885,0.02418229013705334,0.09645838817503084,0.08194339345763382,0.0035744779898778988,0.3583022209736717,0.028335274850065442,0.11541934384558954,0.016063826328618056,0.013576719439595215,0.039880359543523015,0.01975322065945983
36,-9.020154755,-1.128866083,10.16503993,9.424449135,0.0731915655982576,0.37362273744163454,0.09532021904142782,0.036054400461975965,0.4842272859999994,1.2285247275,0.6036380932500001,0.2868361587500008,-0.9243824362665947,20.826054631352193,11.222919007582332,34.9323353568058,2.2364189674205206,32.385179652069375,1.688889130427808,6.900561250711082,2.4982713414600943,12.752558328671252,3.252874122662434,1.2306556090682832
37,-9.020154755,-1.170764612,10.16503993,9.424449135,0.05342294185037401,0.21408948787036908,0.060707009649984156,0.031855851771600927,0.3250128757499997,0.7975684280000004,0.2675520354999996,0.22708601150000085,-0.8543488444353127,15.288631005314908,7.902867101002522,17.09682287453171,0.47114721168425266,22.01944161393826,0.042164355799951286,5.619550314662512,1.822138770096761,7.303430812230809,2.0718419734243994,1.086729915582473
38,-9.080009796,-1.443703601,10.02845126,9.48873355,0.02094215071401763,0.09634621593848541,0.020383080489759148,0.013489050209062653,0.14664485174999875,0.4869207624999998,0.23582886375000012,0.05844770500000074,-0.734404158778216,6.045604682816224,4.155059581724581,4.141187662299663,0.05555401513731722,8.770537903342783,0.06460094991655094,4.077176838587907,0.7148223538634194,3.2878948166897692,0.6957420508016315,0.4604004328405717
39,-9.080009796,-1.443703601,10.02845126,9.48873355,0.01950426235855329,0.041027426779457254,0.009410258380792215,0.015021136864196037,0.16699556549999883,0.35733459825000025,0.13527239400000002,0.15662588249999843,-0.621584211184444,4.0510989590865245,5.515313868490445,1.6367734487388292,0.05409517990763196,3.276733712847239,0.016408695594386083,5.258104754759117,0.6651779527750447,1.398530123850074,0.3207353084930557,0.5124427103757957
40,-9.197325677,-1.408987677,10.04465429,9.589765094,0.019047456561038303,0.047233731551292374,0.014341687059856596,0.01307541578684342,0.1535281817499996,0.38786066900000016,0.20709844350000006,0.10997135549999726,-0.8004522913885637,4.025217090267302,2.3155580551239243,8.78104658471628,0.22590590196027602,4.820774916702232,0.17014170098724093,1.121906495788064,0.6499451050312758,1.6086322223914118,0.4853159869056788,0.4461597053218247
41,-9.197325677,-1.307234106,10.04465429,9.589765094,0.015121049604622263,0.05988737624909817,0.017413891055222182,0.011392448800788647,0.10534487249999991,0.18734627999999987,0.11372457949999992,0.13186182874999908,-0.639107460678859,1.9212131036235636,3.6391361617741507,13.333917116341302,0.5636819832091289,5.583817128177554,0.11969047773960834,1.8244252838049384,0.5157619084358833,2.0432851978750133,0.5917336422229357,0.3886057989786701
42,-9.253589417,-1.2976573,9.88006768,9.640998672,0.007950763721860812,0.013476405930823585,0.0026420915146720516,0.005527057922547096,0.1268926884999999,0.19662381100000026,0.05416881274999996,0.11733790325000015,-0.6002669111864839,3.3866014546778516,0.3179828127565565,0.5118493650308122,0.0024017657260918058,0.23293627512060425,0.0846168268715553,0.5939519829697538,0.270515490267871,0.45991039239823195,0.09005422476315356,0.18805101878199432
43,-9.326612567,-1.063025537,9.88006768,9.716116142,0.004406012811870792,0.027139175593042665,0.008053827193527636,0.0018432596999170478,0.11552022950000129,0.2732382644999998,0.15352818125,0.06851541725000132,-0.8298439620349394,1.9170896458823758,0.31556000520599414,2.4975686837393143,0.18065652254652187,2.663282233246658,0.18967897446617754,0.19948818501430415,0.15037083813840504,0.9236900210950398,0.27385765034052106,0.06289258158808624
44,-9.203311182,-1.051054529,9.836941146,9.686382773,0.006636613122841941,0.03850409374264899,0.0062414662763152565,0.001620299646611004,0.12419921125000144,0.3190273709999998,0.13796587025000018,0.06302553674999878,-0.9410952288201374,2.250368131531407,0.8107256114375267,3.862203776858596,0.22571711966599112,2.430304305797021,0.09261634936350924,0.3532303162347341,0.22601306549246195,1.3107907539096475,0.2125832817082217,0.05522992158025681
45,-9.203311182,-1.051054529,9.786798907,9.686382773,0.0008285480340904559,0.005298008313051921,0.0005322830586384503,0.0008940449378008736,0.03561374975000042,0.1586158602499994,0.0374094009999999,0.043014345250000474,-0.32305379062572226,0.00437964939833061,0.301780512513648,0.4086359670984027,0.027477051318667206,0.1642856593777219,0.008837234092004953,0.16628719700806727,0.028184375336916635,0.18061125864461208,0.018149487727328686,0.03049676222450952
46,-9.223661896,-1.077390747,9.786798907,9.747714501,0.00024529652326652174,0.0005832906990380965,0.00014803942270415289,8.147581378140995e-05,0.01616086125000038,0.04219780399999973,0.019752163499999975,0.00616233875000205,-0.8067469670140845,0.08002901166043323,0.016480091687044344,0.053476640046098194,0.00033304010238233454,0.0446184584915911,0.005761409971042842,0.005191680909180853,0.00836891875986569,0.01989742716541214,0.00505264904615441,0.002772913783972918
47,-9.2296474,-1.09654436,9.774583675,9.70355556,0.0005303126158448638,0.010654371426869704,0.0004121125486639882,0.00014864235187980537,0.02035071400000099,0.0700303984999997,0.02663549324999992,0.014243669000000736,-0.8794337597647127,0.06150916157691432,0.10144018574978333,1.3005662156180087,0.31963372262050166,0.13960073115645932,0.013602487300672646,0.016333863371181142,0.01782542731818514,0.35524287512217695,0.01398647639409037,0.005008508137883349
48,-9.21528219,-1.106121167,10.14950183,9.560450301,0.047993102700799505,0.5454792981433401,0.10407411936992542,0.016755000494412697,0.362721552,1.5304934107500001,0.644638797,0.12848647250000056,-0.9184481151922966,19.369251631655438,3.6273414173635694,16.062377919917452,0.2882245476870451,46.70408067504731,0.6476473250324255,3.6309068631658588,1.6376577977943054,18.61310802075007,3.5508316689991455,0.5718776785949017
49,-8.951920007,-1.229422552,10.14950183,9.363579979,0.0504459140232202,0.2053970520394126,0.04178914765050583,0.03344115139203366,0.2672527602500008,0.8625111477500003,0.3705027070000002,0.1508677577499995,-0.7736466032887754,7.957580613725759,4.482643480927437,26.953312253027867,0.261204339720686,11.609392199855666,1.0904425524500767,3.1035984840711626,1.7218619292022415,7.010658617843232,1.4259897580350784,1.1414474897017426
50,-8.951920007,-1.229422552,10.1288931,9.340534089,0.08061548739747022,0.12027508994862643,0.023226651315020396,0.060202155683664195,0.275033915749999,0.51475335625,0.2053027919999999,0.28832268975000197,-0.8080947502714221,7.461464466205174,21.136007611704365,31.164818790202702,1.632261709949848,3.1891062788315465,0.7382788475817758,15.284586144616647,2.75049786119619,4.092123081805018,0.7913567970976874,2.054524041940775
51,-8.996212738,-1.26892688,10.1288931,9.340534089,0.07083695602780107,0.12132314242673398,0.030856256399975676,0.05261700520340688,0.3354875074999999,0.6299743119999999,0.31603461899999985,0.2882424809999993,-0.8457450003854757,24.30321196975383,11.50266981192366,7.23623482473714,0.06803305286960301,12.131381190296882,0.15875789201213691,9.180579152657966,2.4178494126845864,4.138248962423606,1.0520040154698884,1.7958719562705856
