,precision,recall,f1-score,support,sum_fit_time
others,0.97,0.99,0.98,44558,147.9711799621582
nod,0.93,0.85,0.89,5446,147.9711799621582
shake,0.92,0.85,0.89,5379,147.9711799621582
accuracy,0.96,0.96,0.96,0,147.9711799621582
macro avg,0.94,0.89,0.92,55383,147.9711799621582
weighted avg,0.96,0.96,0.96,55383,147.9711799621582
