,precision,recall,f1-score,support,sum_fit_time
others,0.965,0.985,0.975,44558,129.6512405872345
nod,0.931,0.841,0.884,5446,129.6512405872345
shake,0.921,0.848,0.883,5379,129.6512405872345
accuracy,0.958,0.958,0.958,0,129.6512405872345
macro avg,0.939,0.892,0.914,55383,129.6512405872345
weighted avg,0.957,0.958,0.957,55383,129.6512405872345
