,max_gyro_X,max_gyro_Z,min_gyro_X,min_gyro_Z,var_acc_Y,var_gyro_X,var_gyro_Z,per25_gyro_X,per25_gyro_Z,per_range_acc_Y,per_range_gyro_X,per_range_gyro_Z,RMS_gyro_X,RMS_gyro_Z,coef_acc_yz,coef_gyro_yz,PB0-5gyro_X,PB5-10gyro_X,PB0-5gyro_Z,PB5-10gyro_Z,En_acc_X,En_acc_Y,En_gyro_X,En_gyro_Z,En_acc_xyz
50439,3.3587786259541983,0.1221374045801526,1.4045801526717556,-1.5267175572519085,0.0003977386595085887,0.2845075225074296,0.1921180292523746,2.0648854961832064,-1.1755725190839694,0.019452888488769693,0.7633587786259537,0.6603053435114503,2.5184868017606794,0.9624679831620213,0.088900072837212,0.09761653537974216,6319.669064572547,28.326551546618916,838.8928189214213,9.8672194840731,0.011395234613143292,0.013475068423198375,9.665124409999414,6.551537400695377,0.011674602224112422
50440,3.312977099236641,3.5572519083969465,0.3053435114503817,-1.7404580152671756,0.0006458341100906359,0.5008501744507896,1.3059253175805605,2.2061068702290076,-1.1755725190839694,0.034416648864745936,0.5648854961832059,0.8587786259541985,2.4274944188015644,1.274340545583228,-0.5857699392086902,0.6128625552544584,5745.620670463436,31.291973312141145,874.3061519800283,110.68250647274623,0.012191246340537873,0.02201920150241994,17.092259580832508,44.541739991841965,0.011753006673744406
50441,2.8244274809160306,3.786259541984733,0.3053435114503817,-1.7404580152671756,0.030510269919635683,0.4056281321018589,2.8640777052619315,1.5916030534351147,-0.8778625954198473,0.32321722412109355,0.8244274809160306,2.908396946564886,2.0635304777852626,1.7787815677429564,-0.9461278581545778,0.7625593988671467,4127.564845660288,24.103020363990257,1754.9288443923267,17.807831441629318,0.0303236330185079,1.0391885332789026,13.827539187693027,97.75352640677507,0.012222368309913896
50442,5.374045801526718,3.786259541984733,-3.175572519083969,-11.86259541984733,0.027897903013020076,4.0102373750801235,15.693448944918714,0.2709923664122137,-3.7290076335877864,0.29628245544433573,2.072519083969466,5.1603053435114505,2.4267411494618587,4.2178361622398475,-0.8795270804036714,0.4652154562211266,3871.5268431886852,95.37712175681398,10016.45206121969,141.95531692413363,0.03973552588168619,0.9518081897623455,136.84577821805257,535.2259192354758,0.03641356032075005
50443,6.473282442748092,1.3893129770992367,-3.969465648854962,-11.86259541984733,0.09620547473420807,10.200490028261756,13.37732358254181,-0.767175572519084,-6.282442748091603,0.5545569595336917,5.778625954198473,4.748091603053435,3.7035273764698644,5.7870676589304795,-0.8887920542199584,0.1694082846363911,8696.725445483778,120.22976773282987,27212.188044695544,224.84630995463687,0.12003975314608938,3.2707475095228604,348.17420896218175,456.49318027309994,0.04213536288059478
50444,6.473282442748092,8.335877862595419,-3.969465648854962,-11.801526717557252,0.03725037475868273,7.9498781758056065,27.432372093700835,-0.5534351145038168,-4.16793893129771,0.2486976974487305,4.812977099236641,7.114503816793894,3.390307862372762,5.2570845919437845,-0.8250117156733405,0.6116783502148714,7640.127488469092,53.21603334057247,14093.020494183851,125.44392694475027,0.02451156275353206,1.2713739381521107,271.1667618437154,935.4173766097546,0.03235507193069481
50445,4.641221374045801,8.335877862595419,-1.5419847328244274,-1.0534351145038168,0.11363218485282746,3.3094944569081055,5.762368160363614,0.041984732824427475,1.5725190839694656,0.6811503723144534,2.778625954198473,3.1526717557251906,2.225243213608565,4.0943241065976395,-0.8313478945120543,0.2469290115307025,3366.8837736529367,7.837892449819283,14106.572823584074,103.29744582703455,0.0509783794692411,3.868842748343355,112.95400811918499,196.6485558339646,0.03150389739268615
50446,53.87786259541985,6.900763358778626,-1.4809160305343512,-1.3282442748091603,0.03688489092882127,239.4272803795671,4.900988933847095,0.5267175572519084,0.4465648854961831,0.1693897674560545,8.893129770992367,2.9160305343511452,18.58497615794666,2.893445721836334,-0.7002985795894048,0.2705925709664916,230704.73561394936,382.0360342783717,6029.62408967034,27.456896860590028,0.05375792401998756,1.2579999475502734,8172.036579064936,167.10042538313618,0.032320072732259585
50447,53.87786259541985,3.5114503816793894,-36.76335877862596,-6.946564885496184,0.029431338310837194,503.9242538950965,8.556388531772622,-5.801526717557252,-3.603053435114504,0.1651999145507812,15.87404580152672,4.312977099236641,22.807139569633804,3.1290692287161073,-0.6011982503866525,0.48608422236763293,273333.9397780576,1232.6809948317098,5598.829644491149,39.797153605989244,0.0722420768021656,1.0038903046476448,17200.598799603755,292.02722452071555,0.03784029664317938
50448,49.11450381679389,12.30534351145038,-103.78625954198472,-10.82442748091603,0.1771116782357151,1592.3401059724815,36.84675645358662,-31.16030534351145,-5.179389312977099,0.3094505645751955,46.454198473282446,6.564885496183206,41.52831659822665,6.128217697923103,-0.7962241665623765,0.7532476929870612,935981.5870182647,12848.183057436605,19113.866448255223,436.3922391980056,0.604322129407161,6.041283045640829,54336.62552687294,1257.410205310491,0.7772461172855135
50449,94.68702290076337,14.99236641221374,-103.78625954198472,-10.82442748091603,0.5650632906667108,3482.0415893504896,59.3339539872385,-53.11832061068702,-3.721374045801527,1.1234791290283204,101.41984732824427,12.622137404580153,59.104692587947184,8.088144695197652,-0.6432095642088064,0.8853243666245385,1786338.0834729797,7363.400518335793,36232.177864219535,350.35381837935785,1.0376170502131434,19.25775685587628,118853.11564594136,2025.16465629431,1.7197072175843133
50450,94.68702290076337,14.99236641221374,-74.58015267175573,-10.030534351145038,0.35631481515645347,2593.317492242585,44.491113571470194,-36.145038167938935,-4.500000000000001,0.9612719665527344,85.60687022900764,8.694656488549619,51.72196130652683,6.730712310000208,-0.944749921508445,0.8805432107058623,1389817.2198706858,19183.11963040766,22477.626999800064,967.4148648408669,0.6755076659196907,12.131793283165306,88473.7431462813,1516.447541907037,1.3404936286840774
50451,53.05343511450382,3.618320610687023,-60.61068702290076,-9.6793893129771,0.17279256929777653,790.5728976221519,14.922758862755668,-18.896946564885496,-6.809160305343512,0.6395511184692383,28.721374045801525,5.5458015267175576,28.13181383510995,5.362241573721557,-0.9670841400407125,0.8486964064002481,397692.62755825295,7187.3817032657735,21496.084916955246,258.76117188537074,0.17516499831855856,5.884211455029431,26977.861445525716,508.8178855156072,0.4059366676088592
