,precision,recall,f1-score,support,sum_fit_time
others,0.96,0.98,0.97,44558,39.633936405181885
nod,0.9,0.81,0.85,5446,39.633936405181885
shake,0.9,0.83,0.86,5379,39.633936405181885
accuracy,0.95,0.95,0.95,0,39.633936405181885
macro avg,0.92,0.87,0.89,55383,39.633936405181885
weighted avg,0.95,0.95,0.95,55383,39.633936405181885
