,precision,recall,f1-score,support,sum_fit_time
others,0.957,0.979,0.968,44558,27.580376148223877
nod,0.893,0.795,0.841,5446,27.580376148223877
shake,0.898,0.823,0.859,5379,27.580376148223877
accuracy,0.946,0.946,0.946,0,27.580376148223877
macro avg,0.916,0.866,0.889,55383,27.580376148223877
weighted avg,0.945,0.946,0.945,55383,27.580376148223877
