,precision,recall,f1-score,support,sum_fit_time
others,0.984,0.985,0.984,1212,3.453765869140625
nod,0.961,0.945,0.953,236,3.453765869140625
shake,0.962,0.97,0.966,232,3.453765869140625
accuracy,0.977,0.977,0.977,0,3.453765869140625
macro avg,0.969,0.967,0.968,1680,3.453765869140625
weighted avg,0.977,0.977,0.977,1680,3.453765869140625
