,precision,recall,f1-score,support,sum_fit_time
others,0.98,0.95,0.97,44558,344.16545939445496
nod,0.8,0.9,0.85,5446,344.16545939445496
shake,0.81,0.92,0.86,5379,344.16545939445496
accuracy,0.94,0.94,0.94,0,344.16545939445496
macro avg,0.86,0.92,0.89,55383,344.16545939445496
weighted avg,0.95,0.94,0.94,55383,344.16545939445496
