,max_gyro_X,max_gyro_Z,min_gyro_X,min_gyro_Z,var_acc_Y,var_gyro_X,var_gyro_Z,per25_gyro_X,per25_gyro_Z,per_range_gyro_X,per_range_gyro_Z,RMS_gyro_Z,coef_gyro_yz,PB5-10gyro_X,PB0-5gyro_Z,PB5-10gyro_Z,En_acc_Y,En_gyro_X,En_gyro_Z,En_acc_xyz
40993,2.3969465648854964,1.5725190839694656,0.6564885496183206,-5.755725190839694,0.007927315720643962,0.18815532857933687,2.570290192879203,1.1297709923664123,-1.4198473282442747,0.6335877862595418,1.4770992366412212,1.8464566425299151,-0.2981976664656973,17.36909458088107,2102.8622849334597,71.22123026044336,0.27042501721342177,6.42142843268652,87.7324476040635,0.02165611190769175
40994,2.2748091603053435,0.549618320610687,0.6564885496183206,-1.618320610687023,0.0006866424592970994,0.136606759148651,0.36923838937124875,1.2404580152671756,-1.0038167938931297,0.5,1.0496183206106868,0.7749313632807525,-0.4194635670787713,8.77532748230459,392.62346246524663,30.106585534024486,0.02334907227118287,4.662214711652388,12.577200240856206,0.02204717772816247
40995,2.595419847328244,0.5954198473282443,1.3129770992366412,-1.3282442748091603,0.002326551722283141,0.10828331682302897,0.24469727871336167,1.6488549618320612,-0.4274809160305344,0.5458015267175571,0.7213740458015268,0.5037878779580818,-0.1261000529238271,18.27514470105101,116.64398848310263,16.038739957950543,0.07920488653623267,3.6959462346794094,8.343352174504208,0.01693383456028334
40996,2.595419847328244,0.8549618320610687,1.3129770992366412,-1.3282442748091603,0.0024202863732262028,0.10770765653225337,0.31547162716333543,1.66412213740458,-0.4274809160305344,0.4122137404580153,0.9083969465648856,0.5632002404202199,-0.06286990992444955,18.7423630603323,148.62580290674822,13.933305220561264,0.08226731523542014,3.672994969213137,10.756280714022104,0.012456853616622323
40997,2.045801526717557,1.068702290076336,1.4351145038167938,-0.916030534351145,0.003518517980101042,0.02675306654623856,0.4238389371248762,1.534351145038168,-0.6870229007633588,0.2595419847328244,1.2404580152671756,0.6510403252030544,-0.20069205933867995,4.407071692182173,206.82545814716792,10.059810292281533,0.11993246543967365,0.9131402598916145,14.465512887749355,0.008812216494598091
40998,92.9465648854962,5.145038167938932,1.4351145038167938,-3.175572519083969,0.12531844354592403,923.1097901855953,3.397501739044927,1.6412213740458017,-0.8511450381679388,30.122137404580155,1.49618320610687,1.8437425771382205,-0.5922926945255821,1167.9177720412235,1665.4782458922796,67.40558893820499,4.274875700536469,31505.631761940844,115.94940465784823,0.14936378906414516
40999,92.9465648854962,5.145038167938932,-84.10687022900764,-10.473282442748092,0.09379188899116017,2062.283864713231,10.940473448152789,-1.515267175572519,-1.4351145038167938,33.278625954198475,3.6374045801526718,3.3096698323137614,-0.057270452162536546,26309.33431832144,5161.2100855864455,347.8192380691611,3.2008518139046602,70356.87466542354,371.86847697298134,0.18286232537198246
41000,104.38167938931298,9.48091603053435,-136.54961832061068,-11.114503816793894,0.5785959326360042,4038.3165025348176,32.2052817343832,-74.75572519083968,-5.374045801526718,80.16030534351144,7.576335877862595,5.817754899477303,0.6823463794783117,8721.146152043622,17434.315998920963,628.4057646404639,19.74690281411265,137840.32613484064,1097.9355049239557,1.330600337441818
41001,107.74045801526718,11.450381679389311,-136.54961832061068,-11.114503816793894,0.9863436206879874,6331.0924605118435,48.26639527853854,-72.35114503816794,-5.820610687022901,151.29007633587787,12.381679389312978,6.998536812122558,0.8175322979528905,87170.60568953113,24249.567041266557,1030.931159638522,33.66666894012893,215709.7363712293,1643.3070644678824,2.2108580579906465
41002,107.74045801526718,11.450381679389311,-106.77862595419847,-10.15267175572519,0.9303908634557794,4755.7373639265625,38.749642858443565,-49.39312977099237,-3.3893129770992365,126.49618320610688,9.900763358778626,6.2853887103824935,0.702660408763963,15689.718485050995,19945.37559807427,626.3423739096895,31.727830379180737,162323.2743857196,1321.740395858827,1.6594655877274007
41003,88.03053435114504,12.122137404580153,-106.77862595419847,-11.19083969465649,0.7660199366947236,3952.316020883107,42.04712880040499,-64.16793893129771,-5.282442748091603,122.77099236641222,9.889312977099237,6.502933652364744,0.45318779182573626,24054.168021696765,21296.57193744877,458.2370262209511,26.11797470306802,134851.56948895755,1434.9484684264717,1.3055684830588923
41004,84.33587786259542,12.122137404580153,-88.8854961832061,-11.19083969465649,0.5434335794805324,2842.899334792553,38.24529456325389,-50.70610687022901,-5.0458015267175576,99.20229007633588,9.274809160305344,6.198772931124381,0.4644076610138622,20952.58658566699,19599.110430768527,157.64353830105495,18.546628429449235,97008.38913039258,1305.0425499679507,0.7737538700692891
41005,64.54961832061069,8.045801526717558,-64.35114503816794,-7.66412213740458,0.20572477415838075,1022.2949873168084,15.532830391221376,-13.698473282442746,-2.6603053435114505,38.76717557251908,5.3320610687022905,3.9417291013429168,0.43480800674002656,1360.061935965414,7848.393734346876,94.93963214576964,7.019228354990795,34894.333321679005,529.9270827263368,0.261260514965934
41006,37.46564885496184,3.145038167938931,-21.419847328244277,-4.519083969465649,0.024248645773961002,279.9198609856652,4.65230391585572,2.7595419847328246,-1.2595419847328244,24.64503816793893,3.1755725190839694,2.1797836570545854,0.3113367500318304,743.6050334954289,2437.269885879211,44.98595892053698,0.8016703657302948,9553.545737427889,158.7948798632559,0.07564495382661682
41007,37.46564885496184,3.145038167938931,-44.61068702290076,-7.145038167938932,0.01595598477032016,754.7154876973952,12.34559807667094,-22.47328244274809,-4.473282442748092,49.87786259541984,6.3893129770992365,3.601258812023282,-0.44275391840919365,2718.90052694409,6654.261001984106,259.74646294799436,0.5441436619234746,25751.069455936908,421.0237787230735,0.08136709456360024
41008,3.618320610687023,2.0916030534351147,-44.61068702290076,-7.145038167938932,0.015092045707709705,251.62599790222015,7.176617767029894,-22.47328244274809,-5.057251908396946,21.927480916030532,4.446564885496183,3.647353487110652,-0.614541984237941,103.43768653256781,9898.19924315433,46.40293385506687,0.5120356900868506,8588.819019870638,244.93391604995824,0.04155910796575713
41009,1.297709923664122,-0.3053435114503817,-10.687022900763358,-4.961832061068702,0.0028836206755333315,9.230786512659519,1.180224919512266,-5.278625954198473,-2.240458015267176,4.17175572519084,1.3282442748091605,1.8975781122659503,-0.5927093091762637,575.0888741633435,3028.686996094497,45.2134665810323,0.09842753795652445,314.15274168172016,40.24584425927006,0.02812907052400269
