,precision,recall,f1-score,support,sum_fit_time
others,0.98,0.94,0.96,42701,224.44343876838684
nod,0.76,0.88,0.82,4924,224.44343876838684
shake,0.77,0.9,0.83,4846,224.44343876838684
accuracy,0.93,0.93,0.93,0,224.44343876838684
macro avg,0.84,0.91,0.87,52471,224.44343876838684
weighted avg,0.94,0.93,0.94,52471,224.44343876838684
