,var_acc_Y,En_acc_Y,En_gyro_Z
10000,0.0458073537912321,1.5553307725844667,1058.3526057145075
10001,0.030119695112650675,1.0279514118929367,632.8925198609252
10002,0.02128813718643341,0.7265661051377997,615.0269098537384
10003,0.01018025007661516,0.34579754484030556,247.20063710351
10004,0.013607345319109525,0.4577107557929685,249.828083056543
10005,0.012835362189614903,0.4379056171544898,206.43016141250519
10006,0.008942721492833088,0.30521737905440627,191.77485383524657
10007,0.00791549305486562,0.26944767684241266,171.2057339315891
10008,0.04251072211342992,1.4426463894446313,1712.7386049764002
10009,1.9801922578565692,67.34614877759022,57743.691641901205
10010,1.564789106823143,53.33210006858679,104103.02074082707
10011,0.5927937227080973,20.226572678828045,76178.80005438693
10012,0.3271838996276516,11.152083697702784,45832.5079424276
10013,0.5931734698676951,20.20232011604966,13058.725031563818
10014,0.02206446285048176,0.7531083958411037,577.9169512266183
10015,0.03812180514822397,1.2982863380047087,42.96772138375774
10016,0.00336065992172862,0.11451486618074896,234.54799448361595
10017,0.006625031172030588,0.22609694695492594,213.9790610492784
10018,0.0010537342724657624,0.03581766163195894,130.4781617232873
10019,0.004459136434677233,0.15190706805264934,88.53581959093293
10020,0.012340756880345574,0.4180761166592576,23.776671911116292
10021,0.002692432999715745,0.09156465960350155,13.851547112639123
10022,0.0004053685333039798,0.013836388196722817,3.785000874074937
10023,0.0003383552342041362,0.011497172264743291,4.5900510848241165
10024,0.011775541651350151,0.4013499345678838,497.12980207058655
10025,0.16630582189123935,5.673514449791456,8922.393116174271
10026,0.7974834048443475,27.15759324700284,28409.93794456423
10027,1.4278237882797113,48.68707614424777,37009.94950566205
10028,1.0580236162192245,35.98819978822805,26144.77538604976
10029,0.6842046040618741,23.35377067021574,14018.47331352097
10030,0.621577917011215,21.143432590866166,2846.5622593865946
10031,0.008968964228235001,0.30609765414516626,238.75071771264305
10032,0.2799396874994645,9.530442721594351,1640.323835052347
10033,0.6622909683662526,22.573528229393908,1499.7013072276281
10034,0.036908166802072366,1.2593114752739498,253.47606005866024
10035,0.010534616570190725,0.35859105449451223,49.14689509158363
10036,0.015013149565910516,0.5110191796716462,25.65727715945069
10037,0.013344664662237013,0.45499111274883186,448.220826292174
10038,0.02249867712088601,0.7648487089899348,446.7137346308489
10039,0.008279174376024136,0.27317895793040137,122.99918808150264
10040,0.014696267696254551,0.5007229036399022,537.5964570829206
10041,0.05120457005409802,1.7453858332885916,1606.598636443098
10042,0.8342398418377448,28.377841679178243,31089.378676456316
10043,1.70338598963003,58.08836653629251,71121.74389215859
10044,1.725759757655977,58.90180415651911,77352.37307849192
10045,1.149466986113016,39.19444455292481,59496.652518307026
10046,0.5112060323700117,17.4417128486214,21951.268527475087
10047,0.05128078902264502,1.748853719713542,1181.3529436901501
