,precision,recall,f1-score,support,sum_fit_time
others,0.966,0.986,0.976,44558,516.3543801307678
nod,0.934,0.846,0.888,5446,516.3543801307678
shake,0.928,0.856,0.891,5379,516.3543801307678
accuracy,0.96,0.96,0.96,0,516.3543801307678
macro avg,0.943,0.896,0.918,55383,516.3543801307678
weighted avg,0.959,0.96,0.959,55383,516.3543801307678
