,False: dropped,featureImportances
PB15-20acc_X,False,0.001856777085637247
PB20-25acc_X,False,0.003571745023027766
PB25-30acc_X,False,0.002153356096821775
PB30-35acc_X,False,0.001786568373082939
PB35-40acc_X,False,0.0018632139950262357
PB40-45acc_X,False,0.003898213660688462
PB45-50acc_X,False,0.0018052910385927077
PB0-5acc_Y,False,0.0023988706159743813
PB5-10acc_Y,False,0.003463937459302366
PB10-15acc_Y,False,0.005997225736457828
PB15-20acc_Y,False,0.0041623932640363365
PB20-25acc_Y,True,0.012425679814792302
PB25-30acc_Y,False,0.0016639988814030025
PB30-35acc_Y,False,0.0014704162960557385
PB35-40acc_Y,False,0.0016742942764146763
PB40-45acc_Y,False,0.003874616904592287
PB45-50acc_Y,False,0.008397396674743738
PB0-5acc_Z,False,0.002894388892109484
PB5-10acc_Z,False,0.003010152008025642
PB10-15acc_Z,False,0.0030411639142303975
PB15-20acc_Z,False,0.005077356162801803
PB20-25acc_Z,False,0.0019052056317972368
PB25-30acc_Z,False,0.0018031269007266972
PB30-35acc_Z,False,0.001957498197068471
PB35-40acc_Z,False,0.0018239292347544762
PB40-45acc_Z,False,0.0021715928675307707
PB45-50acc_Z,False,0.0019136158202175233
PB0-5gyro_X,False,0.0023521233849671274
PB5-10gyro_X,False,0.00429655304939084
PB10-15gyro_X,False,0.009886266380200896
PB15-20gyro_X,True,0.014777405148360824
PB20-25gyro_X,True,0.011490059217949121
PB25-30gyro_X,False,0.001830130257415536
PB30-35gyro_X,False,0.00539179057469983
PB35-40gyro_X,False,0.0023969111861765744
PB40-45gyro_X,False,0.009031721477824984
PB45-50gyro_X,False,0.0032012554885148697
PB0-5gyro_Y,False,0.0025203341308165724
PB5-10gyro_Y,False,0.0029529289209668207
PB10-15gyro_Y,False,0.002512739209799498
PB15-20gyro_Y,False,0.0038364429080852817
PB20-25gyro_Y,False,0.007017253106644555
PB25-30gyro_Y,False,0.0019689488495417172
PB30-35gyro_Y,False,0.0031341615532575412
PB35-40gyro_Y,False,0.003433035741115181
PB40-45gyro_Y,True,0.0103405428534514
PB45-50gyro_Y,False,0.0021856715810248365
PB0-5gyro_Z,False,0.0031949219208330846
PB5-10gyro_Z,False,0.003153589688705061
PB10-15gyro_Z,True,0.02339889837081865
PB15-20gyro_Z,True,0.01156907040946584
PB20-25gyro_Z,True,0.017704627376764176
PB25-30gyro_Z,False,0.0026868112384686145
PB30-35gyro_Z,False,0.005640362566138881
PB35-40gyro_Z,False,0.002544459902919494
PB40-45gyro_Z,True,0.040579649357000626
PB45-50gyro_Z,True,0.01932549370220654
PB0-5acc_xyz,False,0.006333630835484195
PB5-10acc_xyz,False,0.0017383181186379185
PB10-15acc_xyz,False,0.0018688823952176118
PB15-20acc_xyz,False,0.001454197334545328
PB20-25acc_xyz,False,0.0015663085827109257
PB25-30acc_xyz,False,0.0015326425820919047
PB30-35acc_xyz,False,0.0017711297439632898
PB35-40acc_xyz,False,0.0016155411117409508
PB40-45acc_xyz,False,0.0021367254543534094
PB45-50acc_xyz,False,0.0016396191223587325
FE_acc_X,False,0.00228456087200266
FE_acc_Y,False,0.0020036097262454504
FE_acc_Z,False,0.0021122861270233286
FE_gyro_X,False,0.002299840522879371
FE_gyro_Y,False,0.0024336734864765478
FE_gyro_Z,False,0.0025279187107388264
FE_acc_xyz,False,0.002106979351255922
En_acc_X,False,0.0023691375927872567
En_acc_Y,True,0.010936859869958921
En_acc_Z,False,0.0033500736166044687
En_gyro_X,False,0.006784203556497838
En_gyro_Y,False,0.003571905998225216
En_gyro_Z,True,0.03197866743279252
En_acc_xyz,False,0.004182710364906979
