,False: dropped,featureImportances
mean_acc_X,False,0.0038597041637733276
mean_acc_Y,False,0.002666149193820666
mean_acc_Z,False,0.004349692380283635
mean_gyro_X,False,0.00907071103032525
mean_gyro_Y,False,0.003245448927706245
mean_gyro_Z,False,0.004058142907014357
mean_acc_xyz,False,0.005656878251946509
max_acc_X,False,0.003027923428729398
max_acc_Y,False,0.0033225422876807134
max_acc_Z,False,0.005349925473231871
max_gyro_X,True,0.011407229130563867
max_gyro_Y,False,0.005149350015903109
max_gyro_Z,True,0.012638943138022614
max_acc_xyz,False,0.00334021423536722
min_acc_X,False,0.0076700664270429415
min_acc_Y,False,0.0022891058124303782
min_acc_Z,False,0.003554606922012303
min_gyro_X,True,0.02606843225368124
min_gyro_Y,True,0.02728617257771337
min_gyro_Z,False,0.0038954341390561188
min_acc_xyz,False,0.004683587904302213
var_acc_X,False,0.002922567207452392
var_acc_Y,False,0.004741334704352024
var_acc_Z,False,0.002831962223694641
var_gyro_X,False,0.009125709092955361
var_gyro_Y,True,0.012434477419103881
var_gyro_Z,True,0.02433326902748901
var_acc_xyz,False,0.002464784661133765
median_acc_X,False,0.005242121727792035
median_acc_Y,False,0.0028879379035502617
median_acc_Z,False,0.005183295064856555
median_gyro_X,False,0.005138339442335747
median_gyro_Y,False,0.002234286356832024
median_gyro_Z,False,0.0029382210679789475
median_acc_xyz,False,0.005735680287109447
per25_acc_X,False,0.006425506659920338
per25_acc_Y,False,0.002639515158392955
per25_acc_Z,False,0.0033274134196709074
per25_gyro_X,True,0.04279579320819307
per25_gyro_Y,True,0.023617779701876226
per25_gyro_Z,True,0.010830635912518118
per25_acc_xyz,False,0.0033322423220255313
per75_acc_X,False,0.0032895939005786598
per75_acc_Y,False,0.0033720410691377377
per75_acc_Z,False,0.0035705780658150848
per75_gyro_X,False,0.005570886500154985
per75_gyro_Y,False,0.0034932120897342048
per75_gyro_Z,True,0.014895911296619902
per75_acc_xyz,False,0.007609713955815461
per_range_acc_X,False,0.00253401525320794
per_range_acc_Y,False,0.003567919780677608
per_range_acc_Z,False,0.0024168395038268635
per_range_gyro_X,True,0.010141791705240395
per_range_gyro_Y,True,0.01706396608836915
per_range_gyro_Z,True,0.05116857755999582
per_range_acc_xyz,True,0.01846425163612306
RMS_acc_X,False,0.005445551413357235
RMS_acc_Y,False,0.0029336341342259525
RMS_acc_Z,False,0.0026337101078477403
RMS_gyro_X,False,0.009210731684112341
RMS_gyro_Y,False,0.004097578418763664
RMS_gyro_Z,True,0.014987427492441677
RMS_acc_xyz,False,0.00602676898707824
coef_acc_xy,False,0.0032938457589837167
coef_acc_xz,False,0.002489995076073693
coef_acc_yz,False,0.0033755879835389983
coef_gyro_xy,False,0.006508985897436038
coef_gyro_xz,False,0.007019547740511363
coef_gyro_yz,True,0.0198332845195069
PB0-5acc_X,False,0.003048496287224821
PB5-10acc_X,False,0.00297709501681958
PB10-15acc_X,False,0.00216972101800355
