,mean_gyro_X,max_gyro_X,max_gyro_Z,min_gyro_X,min_gyro_Y,var_gyro_X,var_gyro_Z,per25_gyro_X,per25_gyro_Y,per25_gyro_Z,per75_gyro_Z,per_range_gyro_X,per_range_gyro_Y,per_range_gyro_Z,per_range_acc_xyz,RMS_gyro_Z,coef_gyro_yz,PB20-25acc_Y,PB10-15gyro_X,PB20-25gyro_X,PB40-45gyro_X,PB45-50gyro_X,PB40-45gyro_Y,PB10-15gyro_Z,PB15-20gyro_Z,PB20-25gyro_Z,PB40-45gyro_Z,PB45-50gyro_Z,En_gyro_Z,En_acc_xyz
50767,6.749522900763359,79.86259541984732,1.099236641221374,-2.900763358778626,-0.4580152671755725,421.19431209391934,2.429338097648738,-1.9160305343511452,0.0916030534351145,-0.3282442748091603,0.4694656488549618,2.435114503816794,0.8053435114503816,0.7977099236641221,0.026202244002741182,1.5711589945683169,-0.8574494209410533,2.3675556363229724,80324.65926778174,22452.357263091642,2692.2380535776983,1852.4688337453547,642.9702291889284,489.82349162633506,167.0591540532426,135.77443715308786,61.403756910627266,27.571243178851734,82.07016685119359,0.04451408299184585
50768,0.0038167938931295,79.86259541984732,22.01526717557252,-67.90839694656489,-34.152671755725194,976.6488112580852,52.42693370869996,-6.912213740458015,-2.9923664122137406,-2.3625954198473282,0.7862595419847328,13.068702290076336,6.190839694656489,3.148854961832061,0.059937069436658774,7.367917023848887,-0.7316425189334107,4.879722585569293,107193.83476749269,7083.173768808285,548.7358053810711,2097.5966074048533,245.5570388237189,12064.461265432456,2088.6294258266153,2255.0491471133105,97.22557129088017,28.894893034333187,1769.7648388788537,0.15855921910988816
50769,-13.927958015267176,57.37404580152672,22.01526717557252,-67.90839694656489,-34.152671755725194,964.1844040903065,52.887939723428126,-44.343511450381676,-15.786259541984734,-3.068702290076336,4.404580152671756,46.55725190839694,19.438931297709924,7.473282442748092,0.07886503821030466,7.677643386584417,-0.35208935788837303,24.480758654741557,191910.45519313443,41115.25279669363,15603.445382754306,7349.837338934179,5068.880255975597,19927.07510563778,491.38212370488986,2404.6137286234825,216.54142813849649,11.828441296252503,1794.9127595516968,0.29427831216555
50770,-5.205152671755726,76.94656488549619,4.732824427480916,-64.7175572519084,-45.11450381679389,1709.7670289828684,8.866588622093701,-33.19083969465649,-18.801526717557252,-2.248091603053435,3.3587786259541987,47.94656488549619,26.358778625954198,5.606870229007633,0.23968141595585912,3.006406683919723,0.37561433670232136,102.53401931791065,49077.69332680321,167336.0864280055,82944.60519690948,1475.208522733509,28505.545167622255,1635.4185292573975,735.1979116437979,93.70125104760783,83.3083509305117,3.5328818863117846,302.40281257890945,1.3084287101782768
50771,-2.2008587786259537,76.94656488549619,2.0916030534351147,-64.7175572519084,-45.11450381679389,1156.1807165866644,4.854924501777285,-19.99618320610687,-9.332061068702291,-1.7633587786259541,1.0534351145038168,27.270992366412216,13.278625954198475,2.8167938931297707,0.15793031543806002,2.2913609628470413,0.4892691678641536,71.81073384778756,45017.44774770638,155907.40149044566,42313.88624444729,9833.457640152814,15433.365631788241,1004.9308102623606,806.5331349055771,67.59726026188399,51.80169741178399,19.165624717525024,164.707821999495,1.315438465392673
50772,-3.7590648854961835,12.748091603053435,2.0916030534351147,-21.572519083969464,-11.84732824427481,57.04313172855603,3.3409975744420493,-2.6259541984732824,0.16412213740458012,-0.27862595419847325,0.8396946564885496,1.8893129770992365,1.1984732824427482,1.118320610687023,0.0388217941981015,1.8299924708399236,0.6398578662521728,1.0532567185451172,11059.245824608923,1507.225186944277,1335.172805412692,322.0561935372127,574.0096269989392,687.8289779035736,168.6188276940586,134.4386626162458,8.266964950296167,0.5266808281534523,113.938410737525,0.22945250182501836
50773,-0.9088740458015266,-0.4885496183206106,2.2290076335877864,-1.5877862595419847,-0.1374045801526717,0.0836778797127207,0.6550406353796399,-1.099236641221374,0.03816793893129765,-0.15267175572519082,0.5801526717557253,0.40458015267175584,0.633587786259542,0.7328244274809161,0.01664162362715338,0.8564302071541634,0.4970408516549792,0.04061099185256627,5.078125443330436,2.6640135840704695,0.72547921889816,2.1088244231890214,4.170707826930079,128.33350530467436,12.588073139603546,26.07393050839551,8.717715965440828,0.4232345118905,22.358526115416737,0.010586765337949808
50774,-1.338740458015267,-0.4885496183206106,2.2290076335877864,-2.6259541984732824,-0.3358778625954198,0.48334067799079306,0.5666716592127499,-2.1412213740458017,-0.007633587786259525,-0.09923664122137403,0.5763358778625954,1.33587786259542,0.40839694656488545,0.6755725190839694,0.018657784363691476,0.8086335243357653,0.6203643782874328,0.03880705535931086,24.727242789530944,2.333451395259122,4.6398772259291565,0.03023357617480023,2.310335745163148,174.35014617023947,5.529676680272768,17.686538985040787,7.4929057889322195,4.548100941960684,19.333931589068232,0.008614286266215253
50775,-1.6479007633587786,-0.5648854961832062,0.8244274809160306,-2.931297709923664,-0.5190839694656488,0.4725677043878561,0.09036455298350912,-2.17175572519084,0.03816793893129765,0.148854961832061,0.6145038167938932,1.2366412213740459,0.43511450381679395,0.46564885496183217,0.01334582012814245,0.46770133315144774,0.12809089502549137,0.011087336324445994,156.85916516467995,24.365056810097535,4.336941804473073,3.9131497686160834,0.7382389115659345,11.788476866617742,7.802119688700204,5.087925604006713,4.752648121814252,2.74754747060682,3.020103723559233,0.006436840719867231
50776,-1.4689885496183206,-0.6412213740458015,1.297709923664122,-2.931297709923664,-0.5190839694656488,0.3171542214177495,0.1523127931793019,-1.7404580152671756,0.19465648854961826,0.232824427480916,0.7557251908396947,0.6984732824427482,0.3587786259541985,0.5229007633587787,0.015993703087206157,0.6361634852414496,0.4716546839459623,0.03198109328513586,85.36077266106712,29.772980984795648,5.888575364412786,1.0617109024394131,2.6811510461442554,20.054533357340603,6.7521545044689635,9.900227994690386,0.8445826368329521,0.07644709995133497,5.178734727968457,0.0067667939764840136
