,precision,recall,f1-score,support,sum_fit_time
others,0.984,0.96,0.972,44558,910.9242267608643
nod,0.849,0.914,0.88,5446,910.9242267608643
shake,0.818,0.923,0.867,5379,910.9242267608643
accuracy,0.952,0.952,0.952,0,910.9242267608643
macro avg,0.884,0.932,0.906,55383,910.9242267608643
weighted avg,0.955,0.952,0.952,55383,910.9242267608643
