,precision,recall,f1-score,support,sum_fit_time
others,0.96,0.99,0.98,44558,146.90504264831543
nod,0.93,0.84,0.88,5446,146.90504264831543
shake,0.92,0.85,0.89,5379,146.90504264831543
accuracy,0.96,0.96,0.96,0,146.90504264831543
macro avg,0.94,0.89,0.91,55383,146.90504264831543
weighted avg,0.96,0.96,0.96,55383,146.90504264831543
