,precision,recall,f1-score,support,sum_fit_time
others,0.982,0.965,0.973,44558,902.9799060821533
nod,0.863,0.905,0.884,5446,902.9799060821533
shake,0.837,0.912,0.873,5379,902.9799060821533
accuracy,0.954,0.954,0.954,0,902.9799060821533
macro avg,0.894,0.927,0.91,55383,902.9799060821533
weighted avg,0.956,0.954,0.955,55383,902.9799060821533
