,precision,recall,f1-score,support,sum_fit_time
others,0.952,0.973,0.963,44558,83.5733253955841
nod,0.878,0.783,0.828,5446,83.5733253955841
shake,0.867,0.803,0.834,5379,83.5733253955841
accuracy,0.938,0.938,0.938,0,83.5733253955841
macro avg,0.899,0.853,0.875,55383,83.5733253955841
weighted avg,0.937,0.938,0.937,55383,83.5733253955841
