,precision,recall,f1-score,support,sum_fit_time
others,0.96,0.98,0.97,44558,68.55746746063232
nod,0.92,0.83,0.87,5446,68.55746746063232
shake,0.91,0.84,0.88,5379,68.55746746063232
accuracy,0.95,0.95,0.95,0,68.55746746063232
macro avg,0.93,0.89,0.91,55383,68.55746746063232
weighted avg,0.95,0.95,0.95,55383,68.55746746063232
