others,1634540912,-7.202955695,-6.622361792,0.093373865,0.305343511,0.854961832,0.473282443,9.785037819
others,1634540912,-7.199364392,-6.627150195,0.087388361,0.335877863,0.916030534,0.519083969,9.785581438
others,1634540912,-7.193378888,-6.627150195,0.082599957,0.335877863,0.961832061,0.564885496,9.781137065
others,1634540912,-7.187393384,-6.629544397,0.062249243,0.335877863,1.007633588,0.610687023,9.778208299
others,1634540912,-7.173028174,-6.629544397,0.059855042,0.27480916,1.099236641,0.641221374,9.767639158
others,1634540912,-7.171831073,-6.630741498,0.056263739,0.229007634,1.145038168,0.625954198,9.767551349
others,1634540912,-7.16704267,-6.629544397,0.053869537,0.183206107,1.190839695,0.625954198,9.763209588
others,1634540912,-7.169436871,-6.629544397,0.05746084,0.122137405,1.236641221,0.595419847,9.764987748
others,1634540913,-7.169436871,-6.6343328,0.04309563,-0.015267176,1.34351145,0.549618321,9.768165334
others,1634540913,-7.171831073,-6.636727002,0.041898529,-0.061068702,1.358778626,0.549618321,9.771543467
others,1634540913,-7.171831073,-6.646303809,0.038307227,-0.122137405,1.358778626,0.519083969,9.778035728
others,1634540913,-7.171831073,-6.64869801,0.038307227,-0.13740458,1.358778626,0.503816794,9.779663267
others,1634540913,-7.157465863,-6.655880615,0.020350714,-0.366412214,1.145038168,0.595419847,9.773969434
others,1634540913,-7.149086157,-6.658274817,0.022744916,-0.366412214,1.145038168,0.610687023,9.769471519
others,1634540913,-7.153874561,-6.672640027,0.016759412,-0.27480916,1.374045802,0.961832061,9.782756617
others,1634540913,-7.157465863,-6.669048724,0.005985504,-0.27480916,1.404580153,0.992366412,9.782922073
others,1634540913,-7.165845569,-6.672640027,-0.008379706,0.27480916,1.526717557,0.961832061,9.791503351
others,1634540913,-7.159860065,-6.671442926,-0.013168109,0.351145038,1.511450382,0.900763359,9.786312904
others,1634540913,-7.201758594,-6.594828473,-0.016759412,0.809160305,1.435114504,0.961832061,9.765109846
others,1634540913,-7.18260498,-6.635529901,-0.044292731,0.152671756,1.435114504,0.809160305,9.778651912
others,1634540913,-7.18140788,-6.649895111,-0.046686932,0.305343511,1.511450382,0.961832061,9.787538189
others,1634540913,-7.173028174,-6.657077716,-0.045489832,0.41221374,1.450381679,0.946564885,9.786270292
others,1634540913,-7.208941199,-6.627150195,-0.038307227,0.366412214,1.435114504,1.038167939,9.792314352
others,1634540913,-7.212532501,-6.631938599,-0.039504327,0.366412214,1.358778626,1.038167939,9.798203675
others,1634540913,-7.188590485,-6.615179187,-0.019153613,0.534351145,0.946564885,0.717557252,9.769175794
others,1634540913,-7.186196283,-6.609193683,-0.025139117,0.549618321,1.053435115,0.717557252,9.763374935
others,1634540914,-7.214926703,-6.60440528,-0.044292731,0.41221374,1.450381679,0.809160305,9.781375071
others,1634540914,-7.217320905,-6.597222675,-0.046686932,0.381679389,1.404580153,0.79389313,9.778304952
others,1634540914,-7.186196283,-6.625953094,-0.062249243,0.198473282,1.099236641,0.564885496,9.774893677
others,1634540914,-7.189787585,-6.629544397,-0.063446344,0.229007634,1.160305344,0.549618321,9.779975965
others,1634540914,-7.229291913,-6.621164691,-0.055066638,0.534351145,1.236641221,0.580152672,9.803342071
others,1634540914,-7.22570061,-6.612784985,-0.062249243,0.549618321,1.129770992,0.580152672,9.795077822
others,1634540914,-7.201758594,-6.612784985,-0.051475336,0.366412214,0.916030534,0.610687023,9.777366814
others,1634540914,-7.202955695,-6.628347296,-0.052672437,0.351145038,0.885496183,0.625954198,9.788786084
others,1634540914,-7.201758594,-6.639121204,-0.035913025,0.549618321,0.580152672,1.328244275,9.795128735
others,1634540914,-7.184999182,-6.624755994,-0.032321722,0.564885496,0.610687023,1.282442748,9.773057347
others,1634540914,-7.229291913,-6.611587885,-0.039504327,0.351145038,1.312977099,0.503816794,9.796801341
others,1634540914,-7.24006582,-6.616376288,-0.037110126,0.335877863,1.282442748,0.488549618,9.807974583
others,1634540914,-7.187393384,-6.627150195,-0.039504327,0.396946565,1.20610687,0.320610687,9.776466844
