,precision,recall,f1-score,support,sum_fit_time
others,0.964,0.984,0.974,44558,62.56239581108093
nod,0.921,0.834,0.875,5446,62.56239581108093
shake,0.913,0.847,0.879,5379,62.56239581108093
accuracy,0.956,0.956,0.956,0,62.56239581108093
macro avg,0.933,0.888,0.909,55383,62.56239581108093
weighted avg,0.955,0.956,0.955,55383,62.56239581108093
