,precision,recall,f1-score,support,sum_fit_time
others,0.984,0.959,0.972,44558,912.9666640758514
nod,0.847,0.914,0.88,5446,912.9666640758514
shake,0.814,0.923,0.865,5379,912.9666640758514
accuracy,0.951,0.951,0.951,0,912.9666640758514
macro avg,0.882,0.932,0.905,55383,912.9666640758514
weighted avg,0.954,0.951,0.952,55383,912.9666640758514
