,precision,recall,f1-score,support,sum_fit_time
others,0.99,0.99,0.99,2590,6.320118427276611
nod,0.958,0.965,0.961,397,6.320118427276611
shake,0.974,0.966,0.97,381,6.320118427276611
accuracy,0.984,0.984,0.984,0,6.320118427276611
macro avg,0.974,0.973,0.973,3368,6.320118427276611
weighted avg,0.984,0.984,0.984,3368,6.320118427276611
