,precision,recall,f1-score,support,sum_fit_time
others,0.96,0.98,0.97,44558,41.1898992061615
nod,0.9,0.8,0.85,5446,41.1898992061615
shake,0.91,0.83,0.86,5379,41.1898992061615
accuracy,0.95,0.95,0.95,0,41.1898992061615
macro avg,0.92,0.87,0.89,55383,41.1898992061615
weighted avg,0.95,0.95,0.95,55383,41.1898992061615
