,precision,recall,f1-score,support,sum_fit_time
others,0.98,0.95,0.96,42536,608.6621332168579
nod,0.78,0.89,0.84,4915,608.6621332168579
shake,0.77,0.91,0.83,4828,608.6621332168579
accuracy,0.94,0.94,0.94,0,608.6621332168579
macro avg,0.84,0.92,0.88,52279,608.6621332168579
weighted avg,0.94,0.94,0.94,52279,608.6621332168579
