,precision,recall,f1-score,support,sum_fit_time
others,0.97,0.98,0.97,44558,89.0356798171997
nod,0.92,0.85,0.88,5446,89.0356798171997
shake,0.92,0.85,0.88,5379,89.0356798171997
accuracy,0.96,0.96,0.96,0,89.0356798171997
macro avg,0.94,0.89,0.91,55383,89.0356798171997
weighted avg,0.96,0.96,0.96,55383,89.0356798171997
