,mean_acc_xyz,max_acc_xyz,min_acc_X,var_acc_X,var_acc_Y,var_acc_xyz,per25_acc_X,per75_acc_xyz,per_range_acc_X,per_range_acc_Y,per_range_acc_Z,per_range_acc_xyz,RMS_acc_X,RMS_acc_xyz,coef_acc_xy,coef_acc_yz,PB15-20acc_X,PB20-25acc_X,PB40-45acc_X,PB45-50acc_X,PB5-10acc_Y,PB10-15acc_Y,PB15-20acc_Y,PB20-25acc_Y,PB40-45acc_Y,PB10-15acc_Z,PB15-20acc_Z,PB40-45acc_Z,PB0-5acc_xyz,PB20-25acc_xyz,PB40-45acc_xyz,En_acc_X,En_acc_Y
53567,9.68070296709375,9.898999111,-9.352948785,0.008194830122249386,0.006313212566719723,0.008796843912320012,-9.20809958475,9.732199442750002,0.09427169025000026,0.0781108292499999,0.11043255224999998,0.11028114150000157,9.16219655685429,9.681157305870515,0.1940627670239378,-0.5027558227399457,0.8281437695907635,0.2620817552471072,0.26636424949220716,0.2247013949314941,0.4191410626618113,1.530906904978419,0.5596533013846142,0.3521507707054501,0.03703795596812569,0.7357373574186619,0.032206322990529015,0.01819194757271901,95965.1941755881,0.4069190948321852,0.23219848117650826,0.27879393594165536,0.21359931466998155
53568,9.7071479809375,9.898999111,-9.352948785,0.00480507255049783,0.007198927266910459,0.005424689475777926,-9.20809958475,9.73743282825,0.07781155350000013,0.07960720474999983,0.2531868255,0.07731167700000086,9.180416468517546,9.70742739418095,0.11265176623808303,-0.5843982499932403,0.38737177920159527,0.36687513609814476,0.061141191530276834,0.023550605132071332,0.7849725508686727,1.9837165216791273,0.5005218247459794,0.1155890733594338,0.007089599369390279,0.9349125503503293,0.09726845966983712,0.0545587462650558,96490.21124999062,0.4528783575970593,0.06304164528087862,0.1633137667279411,0.24285608904768263
53569,9.68355035528125,9.743685779,-9.204508282,0.0013591083540800879,0.0018420505426357682,0.001205223743073689,-9.16829598225,9.70983247675,0.0592564909999993,0.058059391000000016,0.04010287725,0.0522377997500012,9.13432782350685,9.683612585549398,-0.2071307738776387,-0.4857468849904526,0.07132283001716702,0.023011063413536058,0.006520919093096408,0.010752702649245662,0.20642241790211002,0.4444494605191949,0.05472567510575939,0.12689481963583674,0.0124639955510788,0.43394810299787384,0.08297741323638191,0.010102748421957613,96021.65502286605,0.04524214955321157,0.010417691428885366,0.046353448091583836,0.06267350391372942
53570,9.693541478468749,9.74132281,-9.182960468,0.0007335636678640346,0.001431582359666667,0.0008314844244409901,-9.151835846,9.719284288499999,0.036810850500000214,0.05297171125000011,0.044891281000000005,0.04135193599999809,9.129991519819926,9.693584366952122,0.03535763607802339,0.4984390494416597,0.02802635660362234,0.03704165129850267,0.007353855686830478,0.0004781090165032423,0.13298128104235576,0.4614679810823161,0.03860666615089407,0.06104364682043275,0.0037965213697376283,0.026689438023082854,0.00509912820223014,0.006500616130500848,96219.90030826915,0.057102436627821725,0.00904454146162545,0.024993067809753397,0.048858897904167406
53571,9.69390107803125,9.74132281,-9.153032947,0.00038171620701853257,0.0005276634265726879,0.00038623934903400333,-9.1356749845,9.70313239625,0.021847089999999625,0.017058686249999955,0.01975216425000001,0.01935968725000059,9.122640025203879,9.693920999781485,-0.04727598172495878,-0.5537793223733093,0.009706295964510208,0.08438541378766885,0.005717762054085247,0.00129568731075043,0.06287839543872045,0.15988995729203473,0.0020362716899345506,0.017092496644739087,1.0560634489230541e-05,0.02306602191492269,0.009298119489275704,0.0008459919931385739,96227.03934531119,0.0941969168170661,0.005037921266018975,0.013018498655459164,0.017989845785220438
53572,9.694003137406249,9.761164059,-9.169792358,0.00032124819627729926,0.0006308094747937427,0.00042194312623911685,-9.12340470125,9.69816752675,0.020649989249999834,0.02813187000000017,0.08768763574999999,0.017114040750000115,9.116202306489296,9.694024900482177,0.23301349037953253,0.6899562716192672,0.010707999944412025,0.04824545351948331,0.014187425395781586,0.00029799895835788903,0.18091225116056558,0.06718344696913102,0.021978117393527508,0.035989014530641204,0.0041398633403124385,0.15792914840389374,0.016583303088324095,0.013554913219863733,96229.06555191524,0.06523865207082674,0.014300373267341926,0.01089987689895054,0.021304204981919716
53573,9.6982463384375,9.761164059,-9.169792358,0.000335511523841212,0.000634387897776087,0.0004180941506014126,-9.121010499250001,9.7006407655,0.01975216350000153,0.0344166484999997,0.025139117000000002,0.013862396999998694,9.114108166619241,9.698267893555373,0.16211120413744717,0.4969178657208854,0.02195692566668008,0.045721364123494035,0.024339832140106057,0.0031040607933065533,0.09606465425957113,0.11008182341550811,0.03177545891144652,0.027557860295293553,0.02019303079560108,0.12672160392360296,0.01360458010971514,0.004968665552881961,96313.32561000076,0.05040672224823934,0.03614465272525644,0.01145169676544462,0.0211170484436211
53574,9.69456616125,9.745863492,-9.148244543,0.0001869906853425962,0.000381795970867047,0.00023850155235951065,-9.111134418,9.69841600825,0.011372458250001216,0.03202244749999972,0.02454056725,0.011482694250000591,9.10680519382296,9.694578462027419,0.1673531475664834,-0.21744027312960149,0.01281156187389403,0.037492112385535736,0.0079689839327906,0.000309530462703493,0.02129430438643696,0.09870788672162635,0.04933351315046448,0.015286574871249792,0.0029242139985653317,0.013102630594994912,0.0020821523020186352,0.003285952306973386,96240.24376817005,0.04675022267315038,0.009064054369896582,0.006381851099584204,0.012988977631561897
53575,9.694478174,9.765032141,-9.155427148,0.000366323509135061,0.0005283477673520961,0.00048018111643495807,-9.109937317,9.698488264,0.018255787999999384,0.017956512000000036,0.02184709,0.014951105999999825,9.102176284343908,9.694502939670441,0.3323550918870353,0.1141660699826282,0.012016332522729146,0.09111448170213654,0.023500984686435047,0.0039004086003847586,0.06993344750318274,0.12533598526518297,0.005894423071365693,0.042286501787884186,0.006920822882117856,0.0036432292047901323,0.0013563622951665334,0.006811491828049184,96238.49683575028,0.11682730125120827,0.027200199053221075,0.012476327875448832,0.018022041761309546
53576,9.695604074312499,9.765032141,-9.155427148,0.00035548046778144783,0.0007286151655566572,0.00041095966023900265,-9.102754712,9.704241579249999,0.023044191249999457,0.0451905564999997,0.0236427415,0.018995483249998557,9.093122633062325,9.69562526738144,0.03184843794185339,0.3270147828947699,0.01007648673799262,0.044216241256141264,0.004494391157678568,0.00034495214082753533,0.22069997249083917,0.07055519190792302,0.011291572778066458,0.037404261697483475,0.006415695550484334,0.010855031424650295,0.005630155942857029,0.0012464075571356882,96260.85208660492,0.06614479219174317,0.008181496673249281,0.011973040583050203,0.024868870108663683
