,max_gyro_Z,min_gyro_X,min_gyro_Z,var_acc_Y,var_gyro_Z,per25_gyro_X,per25_gyro_Z,per_range_gyro_Z,RMS_gyro_Z,En_acc_Y,En_gyro_Z
53103,3.3587786259541983,-1.984732824427481,2.045801526717557,0.00018699068544481294,0.10327718919352018,-1.3587786259541983,2.2557251908396947,0.3702290076335877,2.5106338146750473,0.006327395187870836,3.525186954917158
53104,3.3587786259541983,-1.984732824427481,1.5725190839694656,0.00023098421307356584,0.1518696098712196,-1.400763358778626,2.0381679389312977,0.4885496183206106,2.344636326496166,0.00788120396539677,5.179340753258358
53105,2.992366412213741,-1.816793893129771,1.5725190839694656,0.0002576803745777618,0.15450640259891615,-1.2900763358778626,2.0038167938931295,0.6297709923664123,2.3753064815024474,0.008772370239176855,5.262599304624828
53106,2.992366412213741,-2.16793893129771,1.847328244274809,0.0001721101924025507,0.05558911740283201,-1.4541984732824427,2.442748091603053,0.3511450381679393,2.599930129096621,0.005866621716768483,1.8946370646621216
53107,3.4198473282442747,-2.183206106870229,-14.0,0.011324272121968574,25.21253291438436,-1.3778625954198471,0.4961832061068703,2.229007633587786,5.0212872126995505,0.38609492201445506,860.5855447429248
53108,17.206106870229007,-19.251908396946565,-14.0,0.024558626890189783,59.201206359987765,-7.385496183206106,-0.14503816793893132,4.645038167938932,8.029303866922609,0.8382584352558818,2020.727043878562
53109,57.221374045801525,-19.251908396946565,-3.175572519083969,0.4212463678464292,307.924916962881,-7.385496183206106,1.9923664122137406,16.595419847328245,22.836563637595834,14.346266381668151,10510.368455606711
53110,57.221374045801525,-18.53435114503817,-56.12213740458015,0.6891579161705941,1229.3745572719395,-3.652671755725191,-4.763358778625953,47.213740458015266,36.90927762079158,23.49667302279145,41951.66757181984
53111,59.9236641221374,-21.80152671755725,-56.12213740458015,0.54297463949292,1461.7131859667268,-13.51908396946565,-36.847328244274806,75.0267175572519,38.23377508959243,18.52486555289454,49879.64673387332
53112,59.9236641221374,-21.80152671755725,-46.16793893129771,0.5464745516087309,1051.8361537424976,-12.8587786259542,-33.42366412213741,56.24427480916031,32.57339522630339,18.63812468478042,35902.65760736554
53113,50.85496183206107,-17.099236641221374,-46.16793893129771,0.5178279637308801,796.6255280869414,-12.381679389312978,-27.270992366412216,42.54580152671756,28.647193901520733,17.661978140289254,27162.54387661947
53114,50.16793893129771,-16.946564885496183,-36.88549618320611,0.4287643293623516,339.35629456871686,-6.958015267175573,-10.744274809160306,13.473282442748092,18.4774045539772,14.63393290589584,11558.661414447486
53115,4.152671755725191,-2.564885496183206,1.2213740458015268,0.0003744515905512632,0.34102671027329406,-1.5763358778625953,2.1946564885496183,0.4885496183206106,2.553363798225892,0.012743830573765073,11.577444981838665
53116,3.2519083969465647,-1.938931297709924,1.862595419847328,0.0001611495960038882,0.09873769011129885,-1.4770992366412214,2.3625954198473282,0.3435114503816794,2.563226471813865,0.005494792906996762,3.367729153312745
53117,3.2519083969465647,-2.0763358778625958,2.0,0.0001414115659213133,0.06727463434531789,-1.3893129770992367,2.3625954198473282,0.30534351145038174,2.5779666876971645,0.004826800348434311,2.264483421712023
53118,3.633587786259542,-2.2595419847328246,2.0,0.0002952923496557107,0.12404557390303597,-1.713740458015267,2.3167938931297707,0.4656488549618323,2.5969895904096787,0.010078547908036452,4.233459588602065
53119,3.633587786259542,-2.2595419847328246,0.7633587786259542,0.0009915757114796722,0.48928142845696637,-1.8129770992366412,1.7824427480916032,1.0763358778625955,2.4278514648289002,0.03378387650800633,16.698001281976577
53120,3.3740458015267176,-2.106870229007633,0.7633587786259542,0.00034312600452117306,0.44782478257385927,-1.6564885496183206,1.7824427480916032,0.9618320610687021,2.400965112458516,0.011711843214269813,15.242048831653168
53121,3.4656488549618323,-2.0,1.9694656488549616,0.00021826589079687077,0.12318538401025583,-1.5763358778625953,2.3435114503816794,0.4160305343511448,2.633228208664128,0.0072544832582783336,4.193508536798557
53122,3.4656488549618323,-2.0,2.0916030534351147,0.0002243115721607927,0.08840516833226501,-1.633587786259542,2.3625954198473282,0.3778625954198471,2.5815878049491783,0.007580072308561771,3.016250024279861
53123,2.946564885496183,-1.7557251908396947,-8.198473282442748,0.002203712433533263,11.123220665680904,-1.5419847328244274,2.221374045801527,0.5496183206106866,3.507323122094787,0.07109114625968858,378.9964531981431
53124,12.595419847328245,-11.419847328244275,-8.198473282442748,0.010622395105419711,24.167030029937067,-1.5534351145038168,-0.9198473282442748,3.9427480916030535,5.089670685191864,0.3592736641671284,824.0084066585089
53125,35.61832061068702,-39.89312977099237,-38.99236641221374,0.12608595259131666,335.3596590743547,-12.18320610687023,-0.9198473282442748,14.877862595419845,18.783900844821343,4.302837284353333,11434.686277023486
53126,41.23664122137404,-39.89312977099237,-38.99236641221374,0.24027601668663254,654.2205718999476,-24.702290076335878,-18.637404580152673,48.95038167938931,26.538304350673677,8.196028514314992,22318.8208923334
53127,41.23664122137404,-33.37404580152672,-33.20610687022901,0.18416778748094229,625.4396685708145,-23.408396946564885,-17.606870229007633,47.96564885496183,25.37756624538944,6.284797573735513,21321.200380708196
53128,36.96183206106871,-33.20610687022901,-32.93129770992366,0.06463943992088925,284.68279456325394,-6.34351145038168,-6.541984732824428,14.034351145038169,16.883941441060617,2.2022306444947746,9716.03895654876
53129,8.366412213740459,-8.335877862595419,-8.442748091603054,0.008219068827667913,8.742911798554864,-1.6259541984732824,1.1259541984732824,1.6030534351145036,3.501219330255513,0.27979783556909854,297.3027989821883
53130,3.5114503816793894,-2.0916030534351147,1.1603053435114503,0.0003731081058037276,0.2483135361429987,-1.732824427480916,2.16412213740458,0.6030534351145036,2.473893466602324,0.012719946400475525,8.47482858419284
53131,3.2213740458015265,-2.0916030534351147,1.938931297709924,0.00037113766150734067,0.09387473777751879,-1.732824427480916,2.1908396946564888,0.4732824427480913,2.4779841748427156,0.012667974439397595,3.2037604646193887
53132,2.977099236641221,-1.801526717557252,1.6030534351145038,0.00016648015163240107,0.12629267488782706,-1.4198473282442747,2.0381679389312977,0.5,2.306643319428708,0.005498900984802494,4.30984985334965
53133,3.66412213740458,-1.8931297709923665,1.6030534351145038,0.0002229386986843976,0.3355282326204767,-1.545801526717557,2.1755725190839694,0.8129770992366412,2.640650447935604,0.007529342324494621,11.451174173999192
