window_ID,timeStamp,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,acc_xyz
1,1636100337.0317974,-8.775946185302734,-4.151545678710937,-0.19153613281249998,0.4122137404580153,0.6870229007633588,0.2595419847328244,9.710265138497807
1,1636100337.1734195,-8.774749084472656,-4.145560174560547,-0.181959326171875,0.44274809160305345,0.7786259541984732,0.2748091603053435,9.706441152798337
1,1636100337.2212906,-8.77834038696289,-4.13718046875,-0.18435352783203124,0.44274809160305345,0.8702290076335878,0.2900763358778626,9.706158272128802
1,1636100337.268166,-8.774749084472656,-4.125209460449218,-0.181959326171875,0.3969465648854962,0.9465648854961832,0.2900763358778626,9.697766948345086
1,1636100337.3629127,-8.781931689453124,-4.110844250488281,-0.201112939453125,0.16793893129770993,1.1450381679389312,0.22900763358778625,9.698546853235747
1,1636100337.521489,-8.792705596923827,-4.107252947998047,-0.20470424194335937,0.0,1.2213740458015268,0.21374045801526717,9.706858519607868
1,1636100337.5534036,-8.804676605224609,-4.109647149658203,-0.21308394775390624,-0.16793893129770993,1.2671755725190839,0.22900763358778625,9.718895749316058
1,1636100337.6631103,-8.817844714355468,-4.113238452148437,-0.22026655273437498,-0.33587786259541985,1.297709923664122,0.2595419847328244,9.732503959668993
1,1636100337.6790676,-8.842983831787109,-4.133589166259766,-0.2166752502441406,-0.5954198473282443,1.297709923664122,0.366412213740458,9.763804105405674
1,1636100337.695025,-8.852560638427734,-4.150348577880859,-0.21188684692382811,-0.6717557251908397,1.2671755725190839,0.42748091603053434,9.77947438315869
1,1636100337.695025,-8.856151940917968,-4.167107989501953,-0.20829554443359374,-0.7022900763358778,1.2213740458015268,0.5190839694656488,9.789770335949
1,1636100337.695025,-8.859743243408202,-4.1934442077636715,-0.19871873779296872,-0.6717557251908397,1.1755725190839694,0.6870229007633588,9.804055987166434
1,1636100337.7418997,-8.859743243408202,-4.205415216064453,-0.201112939453125,-0.5038167938931297,1.0687022900763359,0.7938931297709924,9.809231055135728
1,1636100337.7738142,-8.850166436767578,-4.210203619384766,-0.19871873779296872,-0.366412213740458,1.0381679389312977,0.8549618320610687,9.802588923948507
1,1636100337.8206892,-8.8489693359375,-4.216189123535156,-0.19512743530273435,-0.1984732824427481,0.9923664122137404,0.9312977099236641,9.804008555166918
1,1636100337.9802625,-8.853757739257812,-4.217386224365234,-0.1771709228515625,-0.015267175572519083,0.9923664122137404,1.0381679389312977,9.808504585656129
1,1636100337.9802625,-8.86213744506836,-4.218583325195312,-0.16280571289062498,0.366412213740458,1.0076335877862594,1.083969465648855,9.816334910089841
1,1636100337.9802625,-8.878896856689453,-4.220977526855468,-0.1352723937988281,0.8091603053435115,1.0381679389312977,1.2061068702290076,9.83207807609728
1,1636100338.0899694,-8.88009395751953,-4.2125978210449215,-0.12449848632812499,1.0534351145038168,1.0534351145038168,1.2671755725190839,9.829422616275346
1,1636100338.152315,-8.872911352539061,-4.197035510253906,-0.12210428466796874,1.282442748091603,1.0534351145038168,1.297709923664122,9.816240237518798
1,1636100338.232101,-8.845378033447265,-4.155136981201172,-0.1388636962890625,1.633587786259542,1.1145038167938932,1.282442748091603,9.773697305180063
1,1636100338.3418078,-8.825027319335938,-4.12401235961914,-0.14963760375976562,1.7099236641221374,1.1603053435114503,1.2366412213740459,9.742226467382906
1,1636100338.405637,-8.811859210205078,-4.094084838867187,-0.16280571289062498,1.7099236641221374,1.2366412213740459,1.1297709923664123,9.717864945988293
