,precision,recall,f1-score,support,sum_fit_time
others,0.98,0.95,0.96,42536,274.49782848358154
nod,0.78,0.89,0.83,4915,274.49782848358154
shake,0.78,0.91,0.84,4828,274.49782848358154
accuracy,0.94,0.94,0.94,0,274.49782848358154
macro avg,0.85,0.92,0.88,52279,274.49782848358154
weighted avg,0.95,0.94,0.94,52279,274.49782848358154
