,precision,recall,f1-score,support,sum_fit_time
others,0.965,0.984,0.975,44558,102.20502877235413
nod,0.922,0.839,0.878,5446,102.20502877235413
shake,0.919,0.851,0.884,5379,102.20502877235413
accuracy,0.957,0.957,0.957,0,102.20502877235413
macro avg,0.935,0.892,0.912,55383,102.20502877235413
weighted avg,0.956,0.957,0.956,55383,102.20502877235413
