,precision,recall,f1-score,support,sum_fit_time
others,0.96,0.98,0.97,44558,55.58156490325928
nod,0.9,0.82,0.86,5446,55.58156490325928
shake,0.91,0.83,0.87,5379,55.58156490325928
accuracy,0.95,0.95,0.95,0,55.58156490325928
macro avg,0.92,0.88,0.9,55383,55.58156490325928
weighted avg,0.95,0.95,0.95,55383,55.58156490325928
