,max_gyro_Z,min_gyro_X,var_acc_Y,var_gyro_Z,per_range_gyro_Z,RMS_gyro_Z,En_acc_Y,En_gyro_Z
40000,15.099236641221374,-80.93129770992367,0.4152508880292418,102.92877746052095,16.721374045801525,10.384909129405633,14.173064662393992,3512.2500864362983
40001,15.099236641221374,-65.43511450381679,0.282654586083193,68.5484228410349,12.358778625954198,8.46529521766345,9.642614359302007,2339.4303517666026
40002,8.717557251908397,-52.80916030534351,0.06339357613381932,20.186119462371074,4.973282442748092,4.700688887940881,2.163572485901832,687.0381135520462
40003,0.6717557251908397,-0.900763358778626,0.0009468824522115811,1.2432275126012469,0.6145038167938932,1.3673740697515746,0.032014536950715565,42.16958607695744
40004,0.4274809160305343,1.3893129770992367,0.0006754579487738479,0.2015669158994231,0.5610687022900763,0.6315554178295618,0.022940939518010853,6.879770021172038
40005,0.3511450381679389,1.267175572519084,0.0006045681363920447,0.2613329278596818,0.6603053435114504,0.660911780821782,0.02061681838355015,8.919045121690656
40006,1.236641221374046,1.1145038167938932,0.0014112355637855886,0.32733173146961136,0.7099236641221374,0.6157294211918131,0.048167116736367,11.168813006235068
40007,1.236641221374046,1.1145038167938932,0.0020109055787022323,0.41580450403531266,0.9656488549618321,0.6949238223952775,0.06853783259834144,14.184332692345048
40008,0.549618320610687,1.251908396946565,0.0013768703435141916,0.4872958670823379,1.2137404580152673,1.0853729759046862,0.04699641009840573,16.56727074956782
40009,0.1984732824427481,1.3587786259541983,0.00671794853641889,0.6981307088019346,0.938931297709924,1.555887836189336,0.2289276036365115,23.820010488899243
40010,1.068702290076336,1.0076335877862594,0.0012668165512783824,1.225255484820232,1.530534351145038,1.594657219386003,0.04307997889907658,41.786127459549746
40011,1.068702290076336,1.0076335877862594,0.000845162463800341,0.6972486670357206,0.7709923664122137,1.1065872236257015,0.0287828172312515,23.7993900899326
40012,0.4885496183206106,1.5419847328244274,0.0002953371324806282,0.15464548066837597,0.5229007633587787,0.6754269477009003,0.010061733450040479,5.273709768273021
40013,0.4885496183206106,1.3893129770992367,0.000273140245417401,0.16515645941378707,0.3740458015267176,0.7399167770865586,0.009312439165600322,5.637309403103937
40014,13.19083969465649,1.2213740458015268,0.01597208419587815,16.178181769346192,1.1984732824427482,4.182674124807438,0.545074953608381,550.7315269117961
40015,13.19083969465649,-22.580152671755727,0.06699078453461757,277.5976050346716,6.641221374045802,17.043978923013135,2.269877692966107,9453.611141541869
40016,83.26717557251908,-24.396946564885496,0.9445641797140547,1571.5600705724464,42.835877862595424,39.748858234668,32.240876369797746,53576.74514694171
40017,83.26717557251908,-24.396946564885496,2.2220520289426675,2244.104524566969,81.6793893129771,48.29194012435514,75.7664279922649,76593.22011537789
40018,75.52671755725191,-13.877862595419847,1.73359832501334,1679.4267286197628,71.75954198473283,41.128499505018326,59.16293746602932,57237.29055416352
40019,44.67175572519084,-13.877862595419847,1.1700177586930798,951.3600751704446,43.37404580152672,33.29800611325298,39.84537225181866,32470.688716663753
40020,33.770992366412216,-11.48091603053435,1.053229206168483,403.5457578229707,19.729007633587784,21.256847445285985,35.90873083827194,13762.797661363946
40021,7.145038167938932,-3.312977099236641,0.05749901861097427,3.32324656925587,2.0381679389312977,3.470576078398074,1.9540860261028654,113.43096556144747
