,max_gyro_Z,min_gyro_X,var_acc_Y,var_gyro_Z,per_range_gyro_Z,RMS_gyro_Z,En_acc_Y,En_gyro_Z
0,7.496183206,-15.45038168,0.0424452496593485,10.519134729589416,4.946564885000001,3.2639000042406567,1.445132637595021,358.9996076388917
1,5.328244275,-14.15267176,0.03309755287897688,11.734689120908127,5.541984733,3.647185730859787,1.1213835283471416,399.68766389684237
2,5.06870229,-1.740458015,0.03501772843605169,5.405075461924174,2.9427480917500004,3.274092877065517,1.186357077392386,184.42459064569215
3,-0.488549618,0.519083969,0.006793621707190915,0.8616901604159994,1.1335877862500001,1.9109353347025657,0.2292284484768017,28.95357302219522
4,0.13740458,0.519083969,0.005104300199347774,0.25428205666707077,0.5877862597499999,1.2730252179422359,0.17018170879390707,8.660070313386804
5,0.259541985,0.625954198,0.003224697860342478,0.4170937645905708,1.0152671755,1.127444349709912,0.10724901386356224,14.203974128235451
6,1.007633588,0.305343511,0.00173102972706566,0.6318250685813691,1.3206106872499999,1.1479606471672203,0.05633435790592011,21.558339649935803
7,1.007633588,0.305343511,0.002456515681847498,0.5043191594806097,0.92748091575,1.0208086444201128,0.08278856354087258,17.14099023400778
8,0.610687023,-3.770992366,0.000647554053629583,0.25896564156001933,0.6106870235,0.6878493755998449,0.02182726838243939,8.805516383726976
9,0.992366412,-3.770992366,0.00044180495978816904,0.1336585771580234,0.4312977097499999,0.4803325551852895,0.01485939511232373,4.553751721563064
10,0.992366412,0.320610687,0.0003328035618643392,0.1617273085929818,0.54198473275,0.47327474745234505,0.011069072295693058,5.513757937570974
11,6.106870229,-9.099236641,0.004703086668975845,3.2993233202579617,0.8091603055000001,1.9971171169141846,0.15974938836969504,112.44208767731487
12,6.106870229,-9.099236641,0.014571413168279163,3.3199988346042892,1.6832061072500002,2.2706651890725262,0.49626726292118534,113.3165355567368
13,3.709923664,-8.992366412,0.006362245555551316,3.5152516972623293,2.980916031,1.9498214041570308,0.21695656938258792,119.97603869579322
14,1.450381679,-5.694656489,0.00915712346326986,1.6325452698079994,1.8091603055000003,1.7961655251914779,0.3125627176303181,55.69624147813902
15,16.09160305,-43.12977099,0.15686190786106446,25.825000862188794,3.44656488525,5.166718906973654,5.345013824887493,880.8444417583252
16,16.09160305,-49.98473282,0.42997543603824345,42.50608847556873,10.499999999749999,6.540225296968024,14.665580580492273,1450.7265232277723
17,8.534351145,-49.98473282,0.3550935188250418,29.88307221953918,8.251908397000001,5.768564076827472,12.039423913781832,1019.5424975541233
18,7.847328244,-30.97709924,0.11074432099912407,17.90564270040761,6.022900763999999,4.821938675885463,3.7585014024051246,610.9703008889824
19,5.160305344,-8.839694656,0.018972596442320484,11.95662380336756,6.26335877825,3.458382814128791,0.6434126870564038,407.5820134720582
