,max_gyro_Z,min_gyro_X,min_gyro_Y,var_gyro_Z,per25_gyro_X,per25_gyro_Y,per25_gyro_Z,per_range_gyro_Z,per_range_acc_xyz,coef_gyro_yz,PB20-25acc_Y,PB20-25gyro_Z,PB40-45gyro_Z,PB45-50gyro_Z,En_gyro_Z
50000,16.442748091603054,-34.94656488549618,-18.80916030534351,24.706492009498284,-1.9236641221374047,-0.6412213740458015,0.22900763358778622,3.4847328244274807,0.04186345509128131,-0.6924159835970554,0.9697192659789415,111.05118609629245,71.84449321565236,121.71477970239941,843.3059456519626
50001,16.442748091603054,-139.0229007633588,-89.93893129770993,53.003087487617265,-34.20229007633588,-21.366412213740457,-1.6068702290076335,5.435114503816793,0.12463262247883122,0.11569467488251377,299.63930998128984,422.53136103838597,150.19054025033762,215.06065362495718,1809.04475652157
50002,9.419847328244275,-146.99236641221373,-104.68702290076337,28.449470957039217,-65.63358778625954,-39.7175572519084,-2.16793893129771,4.561068702290077,0.3496816257818267,0.26646600591761876,384.39488975041286,132.77975983622827,469.64611839981535,111.52260558658749,970.6012625526877
50003,9.419847328244275,-146.99236641221373,-104.68702290076337,15.9922642091807,-11.427480916030536,-1.4427480916030535,-1.8396946564885497,5.477099236641221,0.12369413074519109,0.20967661888154746,210.3973038011605,179.7720580110099,161.95265561406106,117.76027992600535,544.7176427170133
50004,4.885496183206107,-3.3587786259541983,-1.7404580152671756,8.393446623157159,-1.5725190839694658,-0.40458015267175573,-2.1603053435114496,4.49618320610687,0.036339486651025155,0.10319606464867592,1.4161693888315328,74.64620364618953,50.23389176889568,26.145657820964747,284.9646524095333
50005,2.3206106870229006,-16.3206106870229,-7.251908396946565,2.231675155512499,-2.8893129770992365,-0.7442748091603053,-1.83206106870229,2.5038167938931295,0.04267334758672625,0.45471268628614375,0.7953826264353019,74.55978192568156,31.049914046271425,14.18152806318846,76.17450420527163
50006,2.0916030534351147,-16.3206106870229,-7.251908396946565,1.6604655905832995,-3.3740458015267176,-0.24427480916030536,-0.9694656488549619,1.7900763358778626,0.03318604832108285,0.5278049676360035,0.759299140405926,25.349226856153663,13.524859934604748,17.85527391394031,56.63915467241611
50007,2.6717557251908395,-3.755725190839695,-0.4580152671755725,0.5860014622545306,-1.6832061068702293,0.0038167938931297253,0.549618320610687,0.7633587786259541,0.02903953135689541,-0.23777217076440382,0.11965953593310417,58.30402804561143,2.087695913465768,2.4973796971390225,19.978680341083464
50008,2.6717557251908395,-2.778625954198473,-0.4580152671755725,0.5109368626536915,-1.8740458015267174,0.10305343511450375,0.49236641221374045,0.7290076335877863,0.019794998654466767,0.3916787779801151,0.07608929176023976,37.27397200670588,8.32877347166444,0.5236063091706676,17.435502981566728
50009,1.236641221374046,-2.778625954198473,-0.2748091603053435,0.15687824136122602,-2.2328244274809164,0.11832061068702282,0.4541984732824427,0.38549618320610696,0.022875369639610454,0.35497911598309184,0.03110764486809611,5.5714273541871675,3.2717534776783737,0.7054073854251699,5.352788299050172
50010,1.236641221374046,-2.6412213740458017,-0.3206106870229007,0.06763519025697803,-2.114503816793893,0.0,0.4389312977099236,0.32824427480916035,0.01951350860696266,0.30558894614325666,0.03129243365201628,9.81015334445164,1.7585148176553007,1.0456235479079425,2.290713439387759
50011,1.5267175572519085,-2.2442748091603053,-0.3206106870229007,0.16994725504049882,-1.9274809160305344,-0.019083969465648776,0.3816793893129771,0.4351145038167939,0.012959696954952804,0.424021526506041,0.01825350735299175,14.142655118639434,4.84699592543725,0.5897971747269326,5.7878056834294815
50012,2.442748091603053,-3.1603053435114505,-0.2900763358778626,0.511787037104481,-2.839694656488549,0.08396946564885495,0.7900763358778626,0.9732824427480915,0.032015868855889806,0.7650865878364846,0.05588832395371067,35.842726214946,14.135266551047831,0.9054235966263368,17.45947982829283
