,max_gyro_Z,min_gyro_X,min_gyro_Y,var_gyro_Z,per25_gyro_X,per25_gyro_Y,per25_gyro_Z,per_range_gyro_Z,per_range_acc_xyz,coef_gyro_yz,PB20-25acc_Y,PB20-25gyro_Z,PB40-45gyro_Z,PB45-50gyro_Z,En_gyro_Z
0,46.65648854961832,-32.35114503816794,-55.58778625954199,706.150905395956,-10.923664122137403,-20.56488549618321,-18.49618320610687,47.12595419847328,0.31575665020735144,0.20910125485720898,5.302622690144072,200124.83869643544,11541.279870293632,636.216448732,24097.26749412428
1,46.65648854961832,-32.35114503816794,-55.58778625954199,474.3732752953644,-15.958015267175574,-20.56488549618321,-12.423664122137406,24.137404580152676,0.4249430896049766,0.261569887089166,1.6268258688093107,168615.72332923627,7860.050075929611,61.47087962854328,16190.603018472122
2,21.419847328244277,-16.916030534351144,-18.137404580152676,72.15755838092186,-3.683206106870229,-4.511450381679389,-3.9198473282442743,4.427480916030534,0.2781088653772219,-0.051245196052064734,0.10844905449401658,14901.447882085613,862.1548028830479,156.55739993851572,2459.715525513276
3,4.687022900763359,-5.587786259541985,-6.091603053435114,8.635466136880137,-2.347328244274809,-1.5725190839694656,-1.16793893129771,2.6946564885496187,0.05407754636780915,-0.15053869303150783,0.11995535525048233,202.6363677612395,152.64835048452912,145.90073498922195,288.93041975020884
4,4.687022900763359,-2.427480916030534,-3.954198473282443,6.867854437387098,-1.450381679389313,-0.7022900763358778,-0.3893129770992367,1.9274809160305344,0.033333411889033826,-0.9055063595271303,1.4172891662169382,40.09952345936056,77.09016977624142,93.09575147335698,233.54561311500882
5,3.66412213740458,-4.763358778625954,-9.374045801526718,6.211289406211759,-2.312977099236641,-1.1793893129770994,-1.1412213740458015,2.3625954198473282,0.055987836826462356,-0.8925499068959112,1.020654450712056,103.37506055173952,60.130785967193006,7.510841548946986,211.9801876347533
6,3.66412213740458,-4.763358778625954,-9.374045801526718,1.5873747159256453,-2.793893129770992,-2.5,-0.46564885496183206,1.5381679389312977,0.012065908192170127,-0.4255845267679016,0.0914676365223804,171.6483840851368,32.39830513649399,34.21881145780897,54.18040129751569
7,1.3587786259541983,-3.618320610687023,-4.015267175572519,0.4351791489423693,-2.2213740458015265,-0.5992366412213741,-0.0763358778625954,1.0229007633587786,0.014290304452115876,0.45518291627706786,0.13054588038516282,18.41551730438134,17.913902740621502,3.6928870602684296,14.842895713148028
8,3.175572519083969,-3.450381679389313,-4.488549618320611,3.9823725944729325,-0.416030534351145,-0.27862595419847325,-0.0763358778625954,2.049618320610687,0.05884221650279642,-0.798091401722226,0.3922693937217908,151.6230150251737,29.744979279626612,15.377271540144354,135.78582444690477
9,6.0,-23.740458015267176,-40.87022900763359,6.895358434458947,-9.175572519083968,-10.97328244274809,-1.4122137404580153,4.164122137404581,0.10809433801832569,-0.7015223150396236,1.0940202286383802,113.02299403718152,58.44946362041003,2.3884853835135527,233.57891342773343
10,43.12977099236641,-32.595419847328245,-42.67175572519084,388.29776432572396,-18.706106870229007,-31.358778625954198,-1.782442748091603,6.404580152671755,0.17589371430833722,-0.05824109761571316,1.3395573039705093,80743.37742207477,14442.406647980439,1533.434612392719,13236.763405395955
11,43.12977099236641,-44.68702290076336,-63.93893129770992,405.3275666391089,-26.854961832061072,-31.88167938931298,0.4923664122137405,9.022900763358777,0.29700205209359787,-0.12205756766553315,0.7461709160506549,69457.47545678746,12941.441905106763,3107.033193576604,13829.943942660688
